stop_id,zone_id,location_type,stop_name,stop_desc,stop_lat,stop_url,stop_timezone,wheelchair_boarding,parent_station,preferred,stop_lon,stop_code
1712:1,,0,Northbound @ 1111 Squires Beach,,43.824595,,,2,,2,-79.053029,1712
1713:1,,0,Clements Westbound @ Squires Beach,,43.827022,,,2,,2,-79.054705,1713
1714:1,,0,Westbound @ 1850 Clements,,43.8266135,,,2,,2,-79.05666669999998,1714
1715:1,,0,Westbound @ 1768 Clements,,43.825697,,,2,,2,-79.060627,1715
1716:1,,0,Clements Westbound @ Brock Road,,43.825146,,,1,,1,-79.063235,1716
1719:1,,0,Brock Road Northbound @ Quigley,,43.82876000000001,,,2,,2,-79.065535,1719
171:1,,0,Brock Street Northbound @ Dundas,,43.879703,,,2,,1,-78.94210099999998,171
1720:1,,0,Brock Road Northbound @ Orangebrook,,43.830614,,,2,,2,-79.066323,1720
1724:1,,0,Brock Road Northbound @ Kingston,,43.848587,,,1,,2,-79.07411399999998,1724
1729:1,,0,Liverpool Northbound @ Pickering Parkway,,43.833073,,,2,,2,-79.08913099999998,1729
172:1,,0,Brock Street Northbound @ John,,43.882531,,,2,,2,-78.943093,172
17301,,0,Liverpool Northbound @ Kingston,,43.835391,,,1,,1,-79.090151,1730
1731:1,,0,Northbound @ 1851 Liverpool,,43.837643,,,1,,1,-79.09107,1731
1732:1,,0,Liverpool Northbound @ Glenanna,,43.83937800000001,,,1,,2,-79.091944,1732
1733:1,,0,Northbound @ 1917 Liverpool,,43.840787,,,1,,2,-79.092623,1733
17341,,0,Liverpool Northbound @ Anton Square,,43.842877,,,1,,2,-79.093507,1734
173:1,,0,Brock Street Northbound @ Walnut,,43.884079,,,2,,2,-78.943797,173
1741:1,,0,Liverpool Southbound @ Pickering Parkway,,43.832976,,,1,,2,-79.089382,1741
1742:1,,0,Kingston Westbound @ Whites,,43.818764,,,1,,2,-79.115943,1742
1743:1,,0,Whites Northbound @ Sheppard,,43.821974,,,2,,2,-79.116675,1743
1745:1,,0,Whites Northbound @ Briar Wood,,43.826169,,,2,,2,-79.11869299999998,1745
174:1,,0,Brock Street Northbound @ Chestnut,,43.88521,,,2,,2,-78.944286,174
1757:1,,0,Whites Southbound @ Bayfield,,43.826304,,,1,,2,-79.118976,1757
1759:1,,0,Whites Southbound @ Sheppard,,43.821446,,,1,,2,-79.116696,1759
175:1,,0,Brock Street Northbound @ Maple,,43.886266,,,2,,2,-78.94474599999998,175
1760:1,,0,Bayly Eastbound @ Sandy Beach,,43.83072700000001,,,1,,2,-79.077511,1760
1761:1,,0,Bayly Eastbound @ Alliance,,43.83155,,,1,,2,-79.07395099999998,1761
1762:1,,0,Bayly Eastbound @ Salk,,43.832321,,,1,,2,-79.070556,1762
1763:1,,0,Bayly Eastbound @ Brock Road,,43.83279628,,,1,,1,-79.06841759,1763
1764:1,,0,Bayly Eastbound @ Toy,,43.833567,,,1,,2,-79.064971,1764
1765:1,,0,Bayly Westbound @ Toy,,43.8336033,,,1,,2,-79.0656863,1765
1766:1,,0,Bayly Westbound @ Brock Road,,43.832884,,,1,,1,-79.068809,1766
1767:1,,0,Bayly Westbound @ Salk,,43.8324969,,,1,,2,-79.0705011,1767
1768:1,,0,Bayly Westbound @ Alliance,,43.83159,,,1,,2,-79.074425,1768
1769:1,,0,Bayly Westbound @ Sandy Beach,,43.830956,,,1,,2,-79.077296,1769
176:1,,0,Northbound @ 807 Brock Street,,43.89055,,,1,,2,-78.94666,176
1770:1,,0,Bayly Westbound @ Krosno,,43.830141,,,1,,2,-79.08112199999998,1770
1771:1,,0,Westbound @ 1400 Bayly,,43.82978700000001,,,1,,2,-79.08286699999998,1771
1772:1,,0,Bayly Westbound @ St Martins,,43.82763700000001,,,1,,2,-79.092178,1772
1776:1,,0,Kingston Eastbound @ Rougemount,,43.80911600000001,,,1,,2,-79.129988,1776
1777:1,,0,Kingston Eastbound @ Rosebank,,43.812717,,,1,,2,-79.123765,1777
1778:1,,0,Kingston Eastbound @ Steeple Hill,,43.816824,,,1,,1,-79.11821999999998,1778
1779:1,,0,Kingston Eastbound @ Whites,,43.819366,,,1,,2,-79.114699,1779
177:1,,0,Brock Street Northbound @ Manning,,43.89226,,,1,,1,-78.94736,177
1780:1,,0,Eastbound @ 817 Kingston,,43.82242200000001,,,2,,2,-79.110401,1780
1781:1,,0,Kingston Eastbound @ Fairport,,43.823526,,,2,,1,-79.1066,1781
1782:1,,0,Kingston Eastbound @ Dixie,,43.828459,,,1,,1,-79.098733,1782
1783:1,,0,Kingston Eastbound @ Walnut,,43.830837,,,1,,2,-79.096536,1783
1786:1,,0,Kingston Eastbound @ Glenanna,,43.838707,,,1,,1,-79.08637299999998,1786
1787:1,,0,Kingston Eastbound @ Valley Farm,,43.842456,,,2,,2,-79.081877,1787
1789:1,,0,Kingston Eastbound @ Brock Road,,43.84806,,,1,,1,-79.0734468,1789
1790:1,,0,Kingston Eastbound @ Bainbridge,,43.8504078,,,1,,2,-79.0700786,1790
1792:1,,0,Finch Westbound @ Valley Farm,,43.847733,,,1,,2,-79.085486,1792
179:1,,0,Brock Street Northbound @ Wallace,,43.8946592,,,1,,2,-78.9483474,179
17:1,,0,Garden Northbound @ Cork,,43.91380800000001,,,1,,2,-78.946197,17
180:1,,0,Brock Street Northbound @ Rossland,,43.896874,,,1,,2,-78.949308,180
181:1,,0,Brock Street Northbound @ Kenneth Hobbs,,43.900152,,,2,,2,-78.950988,181
182:1,,0,Brock Street Northbound @ Dryden,,43.903112,,,2,,1,-78.95233,182
1832:1,,0,Southbound @ 725 Krosno,,43.82171000000001,,,1,,2,-79.08241599999998,1832
183:1,,0,Northbound @ 3603 Brock Street,,43.90666800000001,,,2,,2,-78.953906,183
1842:1,,0,Liverpool Southbound @ Haller,,43.8230252,,,1,,2,-79.0848981,1842
1846:1,,0,Brock Road Northbound @ Usman,,43.852804,,,2,,2,-79.076493,1846
1847:1,,0,Brock Road Northbound @ Major Oaks,,43.854784,,,2,,1,-79.077417,1847
1849:1,,0,Dellbrook Westbound @ Melman,,43.858563,,,1,,2,-79.08041799999998,1849
184:1,,0,Brock Street Northbound @ Woodlands,,43.908529,,,2,,1,-78.954721,184
1850:1,,0,Dellbrook Westbound @ Denby,,43.85838300000001,,,1,,2,-79.081826,1850
1851:1,,0,Dellbrook Northbound @ Melman,,43.859736,,,1,,2,-79.083173,1851
1852:1,,0,Dellbrook Westbound @ Blue Ridge (East stop),,43.8607027,,,1,,2,-79.0856358,1852
1853:1,,0,Dellbrook Westbound @ Blue Ridge (West stop),,43.861105,,,1,,2,-79.087913,1853
1854:1,,0,Dellbrook Westbound @ Major Oaks,,43.860264,,,1,,2,-79.089584,1854
1855:1,,0,Major Oaks Southbound @ Pepperwood,,43.85834100000001,,,1,,2,-79.088725,1855
185:1,,0,Brock Street Northbound @ Joy Thompson,,43.91229400000001,,,2,,2,-78.956318,185
1861:1,,0,Southbound @ 2058 Brock Road (Brock Ridge Community Park),,43.85219,,,1,,2,-79.07651799999998,1861
1866:1,,0,Finch Westbound @ Rosefield,,43.846859,,,1,,2,-79.089437,1866
186:1,,0,Brock Street Northbound @ Taunton,,43.91494265,,,1,,2,-78.957317,186
187:1,,0,Baldwin Northbound @ Broadleaf,,43.91826600000001,,,1,,2,-78.958405,187
1887:1,,0,Finch Eastbound @ Fairport,,43.841082,,,2,,1,-79.114864,1887
188:1,,0,Baldwin Northbound @ Robert Attersley,,43.922073,,,2,,2,-78.960088,188
1894:1,,0,Finch Eastbound @ Rosefield,,43.84660860000001,,,1,,2,-79.0900957,1894
189:1,,0,Baldwin Northbound @ Sleepy Hollow,,43.92549000000001,,,2,,2,-78.961574,189
18:1,,0,Garden Northbound @ Taunton (South side stop),,43.91657707,,,1,,2,-78.947352,18
190:1,,0,Baldwin Northbound @ Robmar,,43.935355,,,2,,2,-78.961073,190
1915:1,,0,Glenanna Southbound @ The Esplanade (South side stop),,43.83744,,,1,,2,-79.084563,1915
191:1,,0,Baldwin Southbound @ Robmar,,43.935439,,,2,,2,-78.96117,191
1920:1,,0,Glenanna Westbound @ Glendale,,43.838509,,,1,,2,-79.093254,1920
1921:1,,0,Glenanna Westbound @ Bronte,,43.83803000000001,,,1,,2,-79.095309,1921
1922:1,,0,Glenanna Westbound @ Listowell,,43.83683700000001,,,1,,2,-79.09910499999998,1922
1923:1,,0,Glenanna Westbound @ Dixie,,43.8364337,,,1,,2,-79.1013673,1923
1924:1,,0,Glenanna Westbound @ Echo Point,,43.835718,,,1,,2,-79.10453099999998,1924
1925:1,,0,Glenanna Westbound @ Heathside,,43.836339,,,1,,2,-79.10620299999998,1925
1926:1,,0,Glenanna Westbound @ Huntsmill,,43.83837,,,1,,2,-79.109861,1926
1927:1,,0,Glenanna Westbound @ Fairport,,43.837897,,,1,,2,-79.112257,1927
1928:1,,0,Glenanna Eastbound @ Eagleview,,43.837903,,,1,,2,-79.111643,1928
1929:1,,0,Glenanna Eastbound @ Brookshire,,43.838224,,,1,,2,-79.10930399999998,1929
192:1,,0,Baldwin Southbound @ Sonley,,43.925998,,,2,,2,-78.962027,192
1930:1,,0,Glenanna Southbound @ Heathside,,43.836255,,,1,,2,-79.106323,1930
1931:1,,0,Glenanna Eastbound @ Rawlings,,43.835856,,,1,,2,-79.103337,1931
1932:1,,0,Glenanna Eastbound @ Dixie,,43.836196,,,1,,2,-79.101806,1932
1933:1,,0,Glenanna Eastbound @ Listowell,,43.836731,,,1,,2,-79.099024,1933
1934:1,,0,Glenanna Eastbound @ Bowler,,43.83762,,,1,,2,-79.096622,1934
1935:1,,0,Glenanna Eastbound @ Glendale,,43.838287,,,1,,2,-79.09366799999998,1935
1936:1,,0,Glenanna Southbound @ Kingston,,43.8390289,,,1,,1,-79.0881538,1936
193:1,,0,Baldwin Southbound @ Robert Attersley (North side stop),,43.922437,,,2,,2,-78.96051,193
195:1,,0,Baldwin Southbound @ Broadleaf,,43.918627,,,1,,2,-78.958862,195
196:1,,0,Baldwin Southbound @ Taunton,,43.9161151,,,2,,2,-78.95792659999998,196
197:1,,0,Southbound @ 3800 Brock Street,,43.913297,,,1,,2,-78.957001,197
1986:1,,0,Liverpool Southbound @ Patmore,,43.824687,,,1,,2,-79.085622,1986
198:1,,0,Brock Street Southbound @ Whitburn,,43.909126,,,2,,1,-78.955175,198
199:1,,0,Southbound @ 3626 Brock Street,,43.907209,,,2,,2,-78.954297,199
2002:1,,0,Liverpool Northbound @ Haller,,43.823093,,,1,,2,-79.084806,2002
2003:1,,0,Liverpool Northbound @ Patmore,,43.824917,,,1,,2,-79.085611,2003
2004:1,,0,Bayly Eastbound @ Squires Beach,,43.83507642,,,2,,2,-79.05785441,2004
200:1,,0,Brock Street Southbound @ James Rowe,,43.903602,,,2,,1,-78.952735,200
201:1,,0,Brock Street Southbound @ McCartney,,43.900605,,,2,,2,-78.951449,201
20261,,0,Dreyer Eastbound @ Harwood,,43.83100300000001,,,2,,2,-79.012911,2026
2029:1,,0,Clover Ridge Southbound @ Bryant,,43.830365,,,1,,2,-79.003947,2029
202:1,,0,Brock Street Southbound @ Rossland,,43.897776,,,1,,2,-78.950113,202
2030:1,,0,Clover Ridge Southbound @ Gregory,,43.829063,,,1,,2,-79.00503,2030
2031:1,,0,Clover Ridge Westbound @ Crawford,,43.827273,,,1,,2,-79.0073526,2031
2039:1,,0,Ashbury Eastbound @ Wiseman,,43.832912,,,1,,2,-78.990826,2039
203:1,,0,Brock Street Southbound @ Palmerston,,43.89499,,,1,,2,-78.94865,203
2041:1,,0,Ashbury Eastbound @ Audley,,43.832005,,,1,,2,-78.985365,2041
2046:1,,0,Audley Northbound @ Handley,,43.8348382,,,1,,2,-78.9859383,2046
204:1,,0,Brock Street Southbound @ Starr (North side stop),,43.89251,,,1,,1,-78.94755,204
2050:1,,0,Audley Northbound @ Keywood,,43.848091,,,1,,2,-78.987718,2050
2058:1,,0,Clover Ridge Westbound @ Harwood,,43.82619600000001,,,1,,1,-79.01322,2058
205:1,,0,Brock Street Southbound @ Starr (South side stop),,43.89159,,,1,,2,-78.947226,205
2065:1,,0,Harwood Northbound @ Gorton,,43.82833209000001,,,1,,2,-79.013822,2065
2066:1,,0,Northbound @ 819 Harwood,,43.83001,,,1,,2,-79.014268,2066
2067:1,,0,Northbound @ 721 Harwood,,43.83263,,,1,,2,-79.01477,2067
2068:1,,0,Northbound @ 655 Harwood,,43.836126,,,1,,1,-79.014843,2068
2069:1,,0,Harwood Northbound @ Emperor (Lakeridge Health Ajax Pickering),,43.837528,,,1,,2,-79.01542,2069
206:1,,0,Southbound @ 814 Brock Street,,43.8904162,,,1,,2,-78.9467193,206
2070:1,,0,Harwood Northbound @ Falby,,43.839992,,,2,,2,-79.017956,2070
2072:1,,0,Harwood Northbound @ Bayly,,43.843789,,,1,,1,-79.018082,2072
2073:1,,0,Harwood Northbound @ Kings Crescent (South stop),,43.846645,,,1,,1,-79.019272,2073
2074:1,,0,Harwood Northbound @ Kings Crescent (North stop),,43.84973200000001,,,1,,2,-79.02055799999998,2074
2076:1,,0,Harwood Southbound @ Kings Crescent,,43.849235,,,2,,2,-79.020696,2076
2078:1,,0,Harwood Southbound @ Bayly,,43.844243,,,1,,1,-79.018636,2078
2079:1,,0,Harwood Southbound @ Falby,,43.839809,,,1,,2,-79.018227,2079
207:1,,0,Brock Street Southbound @ Maple,,43.886977,,,2,,2,-78.945274,207
2080:1,,0,Southbound @ 580 Harwood Avenue South (Lakeridge Health Ajax Pickering),,43.83667100000001,,,1,,2,-79.015332,2080
2081:1,,0,Harwood Southbound @ Clements,,43.83498800000001,,,1,,2,-79.015122,2081
2082:1,,0,Southbound @ 766 Harwood,,43.83234800000001,,,1,,2,-79.01500299999998,2082
2083:1,,0,Harwood Southbound @ Westney,,43.831109,,,1,,1,-79.014812,2083
20881,,0,Range Line westbound @ Mayor Crescent,,43.83037,,,2,,2,-78.99327,2088
208:1,,0,Brock Street Southbound @ Chestnut,,43.884855,,,2,,2,-78.944315,208
2092:1,,0,Pickering Beach Northbound @ Rollo (South stop),,43.8317563,,,2,,1,-79.0021836,2092
2093:1,,0,Northbound @ 727 Pickering Beach,,43.83484,,,1,,2,-79.00351499999998,2093
2094:1,,0,Pickering Beach Northbound @ Rollo (North stop),,43.8365894,,,1,,2,-79.0042527,2094
2095:1,,0,Pickering Beach Northbound @ Howling Crescent,,43.841101,,,1,,1,-79.006067,2095
2096:1,,0,Pickering Beach Northbound @ Greenhalf,,43.84355324,,,1,,2,-79.006018,2096
2097:1,,0,Pickering Beach Northbound @ Powers Valley,,43.84503584,,,1,,2,-79.00557499999998,2097
209:1,,0,Brock Street Southbound @ Walnut,,43.883763,,,2,,2,-78.943838,209
210:1,,0,Brock Street Southbound @ Mary,,43.882233,,,2,,2,-78.94316,210
2110:1,,0,Finley Southbound @ Westney,,43.8291454,,,1,,1,-79.0256081,2110
211:1,,0,Brock Street Southbound @ Dundas,,43.87995200000001,,,2,,1,-78.942282,211
212:1,,0,Brock Street Southbound @ Gilbert,,43.876878,,,2,,2,-78.941093,212
2136:1,,0,Harwood Northbound @ Biggs,,43.881794,,,1,,2,-79.02769499999998,2136
2137:1,,0,Harwood Northbound @ Woodcock,,43.88408900000001,,,1,,2,-79.028774,2137
2138:1,,0,Harwood Westbound @ Woodcock,,43.885292,,,1,,2,-79.032422,2138
2139:1,,0,Harwood Northbound @ Williamson,,43.8880633,,,1,,2,-79.0372909,2139
213:1,,0,Brock Street Southbound @ Ontario,,43.87582900000001,,,2,,2,-78.940579,213
2140:1,,0,Southbound @ 1532 Harwood,,43.886603,,,2,,2,-79.036797,2140
2141:1,,0,Harwood Southbound @ Woodcock,,43.88507983,,,1,,2,-79.03234399999998,2141
2142:1,,0,Southbound @ 1370 Harwood,,43.884808,,,1,,2,-79.030202,2142
2143:1,,0,Harwood Southbound @ Biggs,,43.88232766,,,1,,2,-79.028197,2143
2144:1,,0,Harwood Southbound @ Rossland,,43.8802553,,,1,,2,-79.0273906,2144
2145:1,,0,Harwood Southbound @ Fishlock,,43.877704,,,1,,2,-79.026265,2145
2146:1,,0,Harwood Southbound @ Hibbard,,43.874193,,,1,,2,-79.024716,2146
2147:1,,0,Harwood Southbound @ Kerrison,,43.87033000000001,,,1,,2,-79.024269,2147
2148:1,,0,Harwood Southbound @ Ringer,,43.867723,,,1,,2,-79.02528,2148
2149:1,,0,Harwood Southbound @ Chapman,,43.86438600000001,,,1,,2,-79.026404,2149
214:1,,0,Brock Street Southbound @ Trent,,43.873776,,,2,,2,-78.939683,214
2151:1,,0,Harwood Southbound @ Kingston,,43.861847,,,1,,2,-79.02633899999998,2151
2152:1,,0,Harwood Southbound @ Gardiner,,43.858871,,,1,,2,-79.02495999999998,2152
2153:1,,0,Harwood Southbound @ Ontario,,43.857094,,,2,,2,-79.024118,2153
2154:1,,0,Harwood Southbound @ Brock Street,,43.855292,,,1,,2,-79.023336,2154
2155:1,,0,Harwood Northbound @ Oak,,43.854752,,,1,,2,-79.02292199999998,2155
2156:1,,0,Harwood Northbound @ Doric,,43.856625,,,1,,2,-79.023745,2156
2157:1,,0,Harwood Northbound @ Mandrake,,43.858455,,,1,,2,-79.024518,2157
2158:1,,0,Harwood Northbound @ Kingston,,43.861921,,,1,,2,-79.02605,2158
2159:1,,0,Harwood Northbound @ Chapman,,43.863997,,,1,,2,-79.026117,2159
215:1,,0,Southbound @ 786 Brock Street,,43.872757,,,2,,2,-78.93923599999998,215
2160:1,,0,Harwood Northbound @ Ringer,,43.867257,,,1,,2,-79.025183,2160
2161:1,,0,Harwood Northbound @ Kerrison,,43.869841,,,1,,2,-79.024135,2161
2162:1,,0,Harwood Northbound @ Hibbard,,43.873823,,,1,,2,-79.02424999999998,2162
2163:1,,0,Harwood Northbound @ Fishlock,,43.877314,,,1,,2,-79.025754,2163
2164:1,,0,Harwood Northbound @ Rossland,,43.87954400000001,,,1,,2,-79.02673,2164
2168:1,,0,Rossland Eastbound @ Pearce,,43.87530000000001,,,2,,2,-79.04696,2168
2169:1,,0,Rossland Eastbound @ Westney,,43.876463,,,1,,1,-79.04190199999998,2169
216:1,,0,Brock Street Southbound @ Burns,,43.871232,,,2,,1,-78.938597,216
2171:1,,0,Rossland Eastbound @ Salem,,43.881463,,,1,,1,-79.019467,2171
2172:1,,0,Rossland Eastbound @ Rushworth,,43.883402,,,1,,1,-79.011115,2172
2173:1,,0,Rossland Eastbound @ Hilton,,43.884305,,,2,,2,-79.007262,2173
2174:1,,0,Rossland Eastbound @ Audley,,43.885035,,,2,,2,-79.004013,2174
2175:1,,0,Rossland Eastbound @ Lake Ridge,,43.887478,,,1,,2,-78.993144,2175
2176:1,,0,Rossland Westbound @ Lake Ridge,,43.887606,,,1,,2,-78.993369,2176
2177:1,,0,Rossland Westbound @ Audley,,43.885183,,,2,,2,-79.003906,2177
2178:1,,0,Rossland Westbound @ Hilton,,43.884465,,,2,,2,-79.007121,2178
2179:1,,0,Rossland Westbound @ Rushworth,,43.883554,,,2,,1,-79.01085999999998,2179
217:1,,0,Brock Street Southbound @ Arthur,,43.8691799,,,2,,2,-78.9376805,217
2218:1,,0,Kingston Eastbound @ Wicks,,43.8648288,,,1,,2,-79.00946,2218
2220:1,,0,Kingston Eastbound @ Alexanders Crossing,,43.866897,,,1,,2,-79.00020499999998,2220
2221:1,,0,Kingston Eastbound @ Audley,,43.867763,,,2,,2,-78.996374,2221
2233:1,,0,Kingston Eastbound @ Elizabeth,,43.85324,,,2,,2,-79.060413,2233
2234:1,,0,Eastbound @ 625 Kingston,,43.85417000000001,,,2,,1,-79.056628,2234
2235:1,,0,Kingston Eastbound @ Mill,,43.85603900000001,,,2,,2,-79.048411,2235
2236:1,,0,Kingston Eastbound @ Westney,,43.8576991,,,1,,1,-79.0409645,2236
2238:1,,0,Kingston Eastbound @ Ritchie,,43.858841,,,1,,2,-79.035728,2238
2240:1,,0,Eastbound @ 113 Kingston,,43.860433,,,1,,2,-79.028621,2240
2241:1,,0,Kingston Eastbound @ Harwood,,43.861263,,,1,,1,-79.025056,2241
2242:1,,0,Eastbound @ 69 Kingston,,43.862037,,,1,,2,-79.021604,2242
2244:1,,0,Rossland Westbound @ Salem,,43.881479,,,1,,2,-79.020109,2244
2245:1,,0,Southbound @ 1750 Westney,,43.889739,,,2,,2,-79.048878,2245
2246:1,,0,Westney Southbound @ Atherton,,43.88795600000001,,,2,,2,-79.04816599999998,2246
2247:1,,0,Westney Southbound @ Williamson,,43.88526,,,2,,2,-79.047031,2247
2248:1,,0,Southbound @ 1328 Westney,,43.881817,,,2,,2,-79.04553799999998,2248
2249:1,,0,Westney Southbound @ Telford,,43.880069,,,2,,2,-79.04483999999998,2249
2250:1,,0,Westney Southbound @ Rossland (North side stop),,43.877313,,,1,,2,-79.043719,2250
2252:1,,0,Westney Northbound @ Rossland,,43.87696840000001,,,1,,1,-79.0432136,2252
2253:1,,0,Westney Northbound @ Telford,,43.879701,,,2,,2,-79.044516,2253
2254:1,,0,Northbound @ 1331 Westney,,43.881886,,,2,,2,-79.045439,2254
2256:1,,0,Westney Northbound @ Curtis,,43.88721000000001,,,2,,2,-79.047648,2256
2257:1,,0,Northbound @ 1753 Westney,,43.88983600000001,,,2,,2,-79.048786,2257
2258:1,,0,Westney Southbound @ Rossland (South side stop),,43.87519152,,,1,,1,-79.042872,2258
2259:1,,0,Westney Southbound @ Coughlen,,43.872596,,,1,,2,-79.041717,2259
225:1,,0,Anderson Northbound @ Dundas,,43.884831,,,1,,2,-78.922613,225
2260:1,,0,Westney Southbound @ Ivers,,43.8698042,,,1,,2,-79.04054189999998,2260
2261:1,,0,Westney Southbound @ Delaney,,43.866866,,,1,,1,-79.039272,2261
2262:1,,0,Southbound @ 350 Westney,,43.86482,,,1,,2,-79.039095,2262
2263:1,,0,Southbound @ 216 Westney,,43.8632403,,,1,,2,-79.0398311,2263
2264:1,,0,Westney Southbound @ Millington,,43.860608,,,2,,2,-79.041014,2264
2265:1,,0,Westney Southbound @ Kingston (North side stop),,43.857804,,,1,,2,-79.041983,2265
2266:1,,0,Westney Southbound @ Bramwell,,43.854027,,,1,,2,-79.041345,2266
2268:1,,0,Westney Southbound @ Fairall,,43.846828,,,1,,2,-79.03957,2268
2269:1,,0,Westney Southbound @ O'Brien,,43.8434567,,,1,,2,-79.03655988,2269
226:1,,0,Anderson Northbound @ Crawforth,,43.886903,,,1,,2,-78.923509,226
2270:1,,0,Westney Southbound @ Bayly,,43.84046,,,1,,2,-79.035459,2270
2276:1,,0,Westney Eastbound @ Harwood,,43.83075500000001,,,2,,2,-79.016374,2276
227:1,,0,Anderson Northbound @ Frederick,,43.890994,,,1,,2,-78.925314,227
2280:1,,0,Westney Northbound @ Bayly (North side stop),,43.8412546,,,1,,2,-79.0353224,2280
2281:1,,0,Westney Northbound @ O'Brien,,43.843068,,,1,,2,-79.036025,2281
2282:1,,0,Westney Northbound @ Ritchie,,43.853799,,,1,,2,-79.041066,2282
2283:1,,0,Westney Northbound @ Kingston,,43.85724787,,,1,,2,-79.04155679,2283
2285:1,,0,Westney Northbound @ Ravenscroft,,43.861546,,,1,,2,-79.040329,2285
2286:1,,0,Westney Northbound @ Magill,,43.866181,,,1,,1,-79.038754,2286
2287:1,,0,Westney Northbound @ Ivers,,43.87030193,,,1,,2,-79.040561,2287
2288:1,,0,Westney Northbound @ Sullivan,,43.8737626,,,1,,2,-79.04188859999998,2288
228:1,,0,Anderson Northbound @ Maplewood,,43.892564,,,1,,2,-78.925967,228
2298:1,,0,Liverpool Northbound @ Bayly,,43.827964,,,2,,2,-79.086894,2298
2299:1,,0,Bayly Eastbound @ Church,,43.83746702,,,1,,1,-79.04730836,2299
2300:1,,0,Bayly Eastbound @ Westney,,43.840287,,,1,,2,-79.03458,2300
2301:1,,0,Bayly Eastbound @ Finley,,43.841093,,,1,,2,-79.030872,2301
2302:1,,0,Bayly Eastbound @ Mackenzie,,43.841851,,,1,,2,-79.02756599999998,2302
2303:1,,0,Bayly Eastbound @ Monarch,,43.8423437,,,1,,2,-79.025254,2303
2304:1,,0,Bayly Eastbound @ Woodchester,,43.842726,,,2,,2,-79.02351899999998,2304
2305:1,,0,Bayly Eastbound @ Kitney,,43.84317126919851,,,1,,2,-79.02178735174796,2305
2307:1,,0,Bayly Eastbound @ Burcher,,43.845278,,,1,,2,-79.012218,2307
2308:1,,0,Bayly Eastbound @ Porte,,43.846033,,,1,,2,-79.009096,2308
2309:1,,0,Bayly Eastbound @ Pickering Beach,,43.846502,,,1,,1,-79.006585,2309
2310:1,,0,Bayly Eastbound @ Shoal Point,,43.848164,,,2,,2,-78.99917499999998,2310
2311:1,,0,Bayly Westbound @ Shoal Point,,43.84862720000001,,,1,,2,-78.99802099999998,2311
2312:1,,0,Bayly Westbound @ Boone,,43.847892,,,1,,2,-79.00124,2312
2313:1,,0,Bayly Westbound @ Salem,,43.846629,,,2,,1,-79.007018,2313
2314:1,,0,Bayly Westbound @ Porte,,43.846159,,,1,,2,-79.009124,2314
2315:1,,0,Bayly Westbound @ Burcher,,43.845625,,,1,,2,-79.01148499999998,2315
2316:1,,0,Bayly Westbound @ Harwood,,43.844242,,,2,,1,-79.017732,2316
2317:1,,0,Bayly Westbound @ Commercial,,43.843703,,,1,,2,-79.020186,2317
2318:1,,0,Bayly Westbound @ Woodchester,,43.843281,,,1,,2,-79.021975,2318
2319:1,,0,Bayly Westbound @ Monarch,,43.842681,,,1,,2,-79.024703,2319
2320:1,,0,Bayly Westbound @ Mackenzie,,43.8419865,,,1,,2,-79.0278284,2320
2321:1,,0,Bayly Westbound @ Finley,,43.84141000000001,,,1,,2,-79.030484,2321
2322:1,,0,Bayly Westbound @ Westney,,43.840417,,,1,,2,-79.035039,2322
2323:1,,0,Bayly Westbound @ Squires Beach,,43.83537,,,2,,2,-79.05759999999998,2323
2324:1,,0,Bayly Westbound @ Church,,43.83755071,,,1,,1,-79.04777984,2324
2328:1,,0,Fairall Westbound @ Dowty,,43.848622,,,1,,2,-79.030842,2328
2329:1,,0,Fairall Westbound @ McMaster,,43.847858,,,1,,2,-79.034274,2329
2330:1,,0,Fairall Westbound @ Westney,,43.84696000000001,,,1,,2,-79.038432,2330
2331:1,,0,Fairall Eastbound @ Westney (East side stop),,43.8469093,,,1,,2,-79.0381401,2331
2332:1,,0,Fairall Eastbound @ McMaster,,43.847784,,,1,,2,-79.034135,2332
2333:1,,0,Fairall Eastbound @ Dowty,,43.8488203,,,1,,2,-79.0293951,2333
2351:1,,0,Eastbound @ 87 Station,,43.850729,,,2,,2,-79.024869,2351
2352:1,,0,Station Eastbound @ Harwood,,43.85141200000001,,,2,,2,-79.021846,2352
2398:1,,0,Eastbound @ 43 Taunton,,43.896029,,,1,,2,-79.038914,2398
2399:1,,0,Taunton Eastbound @ Middlecote,,43.896906,,,1,,2,-79.034803,2399
2400:1,,0,Taunton Eastbound @ Salem,,43.897731,,,1,,1,-79.0312632,2400
2401:1,,0,Taunton Eastbound @ Gillett,,43.8993868,,,2,,2,-79.0245374,2401
2402:1,,0,Taunton Eastbound @ Warner,,43.901133,,,2,,1,-79.017127,2402
2403:1,,0,Taunton Eastbound @ Audley,,43.902546,,,1,,2,-79.011461,2403
2404:1,,0,Taunton Westbound @ Audley,,43.90267,,,2,,2,-79.011878,2404
2405:1,,0,Taunton Westbound @ Warner,,43.9015153,,,2,,1,-79.01660699999998,2405
2406:1,,0,Taunton Westbound @ Salem,,43.8979268,,,2,,1,-79.0315523,2406
2407:1,,0,Taunton Westbound @ Middlecote,,43.8972765,,,2,,2,-79.0342846,2407
2418:1,,0,Toronto Northbound @ Douglas,,44.09199000000001,,,1,,2,-79.132073,2418
