trip_headsign,service_id,direction_id,block_id,route_id,shape_id,wheelchair_accessible,direction_name,trip_id
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4068_Timetable_-_2024-02,423,100.0.1672883332_Timetable_-_2024-02,1,Southbound,1217__4068_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4029_Timetable_-_2024-02,423,100.0.1672883332_Timetable_-_2024-02,1,Southbound,1218__4029_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4028_Timetable_-_2024-02,423,100.0.1672883332_Timetable_-_2024-02,1,Southbound,1219__4028_Timetable_-_2024-02
Oshawa Station,Weekday_merged_999976,1,a_4045_Timetable_-_2024-02,403,100.0.1046829271_Timetable_-_2024-02,1,Southbound,121__4045_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4029_Timetable_-_2024-02,423,100.0.1672883332_Timetable_-_2024-02,1,Southbound,1220__4029_Timetable_-_2024-02
Oshawa Station,Weekday_merged_999976,1,a_4032_Timetable_-_2024-02,902,100.0.1952649603_Timetable_-_2024-02,1,Westbound,1221__4032_Timetable_-_2024-02
Oshawa Station,Weekday_merged_999976,1,a_4027_Timetable_-_2024-02,403,100.0.1046829271_Timetable_-_2024-02,1,Southbound,122__4027_Timetable_-_2024-02
Windfields Farm,Weekday_merged_999976,0,a_4017_Timetable_-_2024-02,409,100.0.1673310071_Timetable_-_2024-02,1,Northbound,1231__4017_Timetable_-_2024-02
Windfields Farm,Weekday_merged_999976,0,a_4022_Timetable_-_2024-02,409,100.0.1673310071_Timetable_-_2024-02,1,Northbound,1232__4022_Timetable_-_2024-02
Windfields Farm,Weekday_merged_999976,0,a_4067_Timetable_-_2024-02,409,100.0.1673310071_Timetable_-_2024-02,1,Northbound,1233__4067_Timetable_-_2024-02
Windfields Farm,Weekday_merged_999976,0,a_4001_Timetable_-_2024-02,409,100.0.1673310071_Timetable_-_2024-02,1,Northbound,1234__4001_Timetable_-_2024-02
Windfields Farm,Weekday_merged_999976,0,a_4018_Timetable_-_2024-02,409,100.0.1673310071_Timetable_-_2024-02,1,Northbound,1235__4018_Timetable_-_2024-02
Windfields Farm,Weekday_merged_999976,0,a_4016_Timetable_-_2024-02,409,100.0.1673310071_Timetable_-_2024-02,1,Northbound,1236__4016_Timetable_-_2024-02
Windfields Farm,Weekday_merged_999976,0,a_4069_Timetable_-_2024-02,409,100.0.1673310071_Timetable_-_2024-02,1,Northbound,1237__4069_Timetable_-_2024-02
C - Windfields Farm,Weekday_merged_999976,0,a_4045_Timetable_-_2024-02,409,100.0.2081288673_Timetable_-_2024-02,1,Northbound,1238__4045_Timetable_-_2024-02
Windfields Farm,Weekday_merged_999976,0,a_4027_Timetable_-_2024-02,409,100.0.1673310071_Timetable_-_2024-02,1,Northbound,1239__4027_Timetable_-_2024-02
Oshawa Station,Weekday_merged_999976,1,a_4070_Timetable_-_2024-02,403,100.0.1046829271_Timetable_-_2024-02,1,Southbound,123__4070_Timetable_-_2024-02
Windfields Farm,Weekday_merged_999976,0,a_4070_Timetable_-_2024-02,409,100.0.1673310071_Timetable_-_2024-02,1,Northbound,1240__4070_Timetable_-_2024-02
Windfields Farm,Weekday_merged_999976,0,a_4020_Timetable_-_2024-02,409,100.0.1673310071_Timetable_-_2024-02,1,Northbound,1241__4020_Timetable_-_2024-02
C - Windfields Farm,Weekday_merged_999976,0,a_4071_Timetable_-_2024-02,409,100.0.2081288673_Timetable_-_2024-02,1,Northbound,1242__4071_Timetable_-_2024-02
Windfields Farm,Weekday_merged_999976,0,a_4068_Timetable_-_2024-02,409,100.0.1673310071_Timetable_-_2024-02,1,Northbound,1243__4068_Timetable_-_2024-02
Windfields Farm,Weekday_merged_999976,0,a_4029_Timetable_-_2024-02,409,100.0.1673310071_Timetable_-_2024-02,1,Northbound,1244__4029_Timetable_-_2024-02
Windfields Farm,Weekday_merged_999976,0,a_4011_Timetable_-_2024-02,409,100.0.1673310071_Timetable_-_2024-02,1,Northbound,1245__4011_Timetable_-_2024-02
C - Windfields Farm,Weekday_merged_999976,0,a_4017_Timetable_-_2024-02,409,100.0.2081288673_Timetable_-_2024-02,1,Northbound,1246__4017_Timetable_-_2024-02
Windfields Farm,Weekday_merged_999976,0,a_4022_Timetable_-_2024-02,409,100.0.1673310071_Timetable_-_2024-02,1,Northbound,1247__4022_Timetable_-_2024-02
Windfields Farm,Weekday_merged_999976,0,a_4067_Timetable_-_2024-02,409,100.0.1673310071_Timetable_-_2024-02,1,Northbound,1248__4067_Timetable_-_2024-02
Windfields Farm,Weekday_merged_999976,0,a_4001_Timetable_-_2024-02,409,100.0.1673310071_Timetable_-_2024-02,1,Northbound,1249__4001_Timetable_-_2024-02
Oshawa Station,Weekday_merged_999976,1,a_4020_Timetable_-_2024-02,403,100.0.1046829271_Timetable_-_2024-02,1,Southbound,124__4020_Timetable_-_2024-02
C - Windfields Farm,Weekday_merged_999976,0,a_4075_Timetable_-_2024-02,409,100.0.2081288673_Timetable_-_2024-02,1,Northbound,1250__4075_Timetable_-_2024-02
Windfields Farm,Weekday_merged_999976,0,a_4024_Timetable_-_2024-02,409,100.0.1673310071_Timetable_-_2024-02,1,Northbound,1251__4024_Timetable_-_2024-02
Windfields Farm,Weekday_merged_999976,0,a_4070_Timetable_-_2024-02,409,100.0.1673310071_Timetable_-_2024-02,1,Northbound,1252__4070_Timetable_-_2024-02
Windfields Farm,Weekday_merged_999976,0,a_4020_Timetable_-_2024-02,409,100.0.1673310071_Timetable_-_2024-02,1,Northbound,1253__4020_Timetable_-_2024-02
Windfields Farm,Weekday_merged_999976,0,a_4027_Timetable_-_2024-02,409,100.0.1673310071_Timetable_-_2024-02,1,Northbound,1254__4027_Timetable_-_2024-02
Windfields Farm,Weekday_merged_999976,0,a_4017_Timetable_-_2024-02,409,100.0.1673310071_Timetable_-_2024-02,1,Northbound,1255__4017_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4029_Timetable_-_2024-02,409,100.0.1673310072_Timetable_-_2024-02,1,Southbound,1256__4029_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4028_Timetable_-_2024-02,409,100.0.1673310072_Timetable_-_2024-02,1,Southbound,1257__4028_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4017_Timetable_-_2024-02,409,100.0.1673310072_Timetable_-_2024-02,1,Southbound,1258__4017_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4022_Timetable_-_2024-02,409,100.0.1673310072_Timetable_-_2024-02,1,Southbound,1259__4022_Timetable_-_2024-02
Oshawa Station,Weekday_merged_999976,1,a_4071_Timetable_-_2024-02,403,100.0.1046829271_Timetable_-_2024-02,1,Southbound,125__4071_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4067_Timetable_-_2024-02,409,100.0.1673310072_Timetable_-_2024-02,1,Southbound,1260__4067_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4001_Timetable_-_2024-02,409,100.0.1673310072_Timetable_-_2024-02,1,Southbound,1261__4001_Timetable_-_2024-02
C - Oshawa Centre Terminal,Weekday_merged_999976,1,a_4018_Timetable_-_2024-02,409,100.0.2081288674_Timetable_-_2024-02,1,Southbound,1262__4018_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4016_Timetable_-_2024-02,409,100.0.1673310072_Timetable_-_2024-02,1,Southbound,1263__4016_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4069_Timetable_-_2024-02,409,100.0.1673310072_Timetable_-_2024-02,1,Southbound,1264__4069_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4018_Timetable_-_2024-02,409,100.0.1673310072_Timetable_-_2024-02,1,Southbound,1265__4018_Timetable_-_2024-02
C - Oshawa Centre Terminal,Weekday_merged_999976,1,a_4027_Timetable_-_2024-02,409,100.0.2081288674_Timetable_-_2024-02,1,Southbound,1266__4027_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4070_Timetable_-_2024-02,409,100.0.1673310072_Timetable_-_2024-02,1,Southbound,1267__4070_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4020_Timetable_-_2024-02,409,100.0.1673310072_Timetable_-_2024-02,1,Southbound,1268__4020_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4027_Timetable_-_2024-02,409,100.0.1673310072_Timetable_-_2024-02,1,Southbound,1269__4027_Timetable_-_2024-02
Oshawa Station,Weekday_merged_999976,1,a_4068_Timetable_-_2024-02,403,100.0.1046829271_Timetable_-_2024-02,1,Southbound,126__4068_Timetable_-_2024-02
C - Oshawa Centre Terminal,Weekday_merged_999976,1,a_4068_Timetable_-_2024-02,409,100.0.2081288674_Timetable_-_2024-02,1,Southbound,1270__4068_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4029_Timetable_-_2024-02,409,100.0.1673310072_Timetable_-_2024-02,1,Southbound,1271__4029_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4011_Timetable_-_2024-02,409,100.0.1673310072_Timetable_-_2024-02,1,Southbound,1272__4011_Timetable_-_2024-02
A - Oshawa Centre Terminal,Weekday_merged_999976,1,a_4068_Timetable_-_2024-02,409,100.0.2081288676_Timetable_-_2024-02,1,Southbound,1273__4068_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4022_Timetable_-_2024-02,409,100.0.1673310072_Timetable_-_2024-02,1,Southbound,1274__4022_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4067_Timetable_-_2024-02,409,100.0.1673310072_Timetable_-_2024-02,1,Southbound,1275__4067_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4001_Timetable_-_2024-02,409,100.0.1673310072_Timetable_-_2024-02,1,Southbound,1276__4001_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4022_Timetable_-_2024-02,409,100.0.1673310072_Timetable_-_2024-02,1,Southbound,1277__4022_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4024_Timetable_-_2024-02,409,100.0.1673310072_Timetable_-_2024-02,1,Southbound,1278__4024_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4070_Timetable_-_2024-02,409,100.0.1673310072_Timetable_-_2024-02,1,Southbound,1279__4070_Timetable_-_2024-02
Oshawa Station,Weekday_merged_999976,1,a_4029_Timetable_-_2024-02,403,100.0.1046829271_Timetable_-_2024-02,1,Southbound,127__4029_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4020_Timetable_-_2024-02,409,100.0.1673310072_Timetable_-_2024-02,1,Southbound,1280__4020_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4009_Timetable_-_2024-02,410,100.0.1046829822_Timetable_-_2024-02,1,Southbound,1281__4009_Timetable_-_2024-02
Scarborough,Weekday_merged_999976,1,a_4806_Timetable_-_2024-02,900,100.0.1952650221_Timetable_-_2024-02,1,Westbound,1282__4806_Timetable_-_2024-02
Scarborough,Weekday_merged_999976,1,a_4805_Timetable_-_2024-02,900,100.0.1952650221_Timetable_-_2024-02,1,Westbound,1283__4805_Timetable_-_2024-02
Scarborough,Weekday_merged_999976,1,a_4801_Timetable_-_2024-02,900,100.0.1952650221_Timetable_-_2024-02,1,Westbound,1284__4801_Timetable_-_2024-02
Scarborough,Weekday_merged_999976,1,a_4802_Timetable_-_2024-02,900,100.0.1952650221_Timetable_-_2024-02,1,Westbound,1285__4802_Timetable_-_2024-02
Scarborough,Weekday_merged_999976,1,a_4803_Timetable_-_2024-02,900,100.0.1952650221_Timetable_-_2024-02,1,Westbound,1286__4803_Timetable_-_2024-02
Scarborough,Weekday_merged_999976,1,a_4806_Timetable_-_2024-02,900,100.0.1952650221_Timetable_-_2024-02,1,Westbound,1287__4806_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2046_Timetable_-_2024-02,900,100.0.1952650222_Timetable_-_2024-02,1,Eastbound,1288__2046_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_4806_Timetable_-_2024-02,900,100.0.1952650222_Timetable_-_2024-02,1,Eastbound,1289__4806_Timetable_-_2024-02
Oshawa Station,Weekday_merged_999976,1,a_4028_Timetable_-_2024-02,403,100.0.1046829271_Timetable_-_2024-02,1,Southbound,128__4028_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_4805_Timetable_-_2024-02,900,100.0.1952650222_Timetable_-_2024-02,1,Eastbound,1290__4805_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_4801_Timetable_-_2024-02,900,100.0.1952650222_Timetable_-_2024-02,1,Eastbound,1291__4801_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_4802_Timetable_-_2024-02,900,100.0.1952650222_Timetable_-_2024-02,1,Eastbound,1292__4802_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_4803_Timetable_-_2024-02,900,100.0.1952650222_Timetable_-_2024-02,1,Eastbound,1293__4803_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_4806_Timetable_-_2024-02,900,100.0.1952650222_Timetable_-_2024-02,1,Eastbound,1294__4806_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_4803_Timetable_-_2024-02,900,100.0.1952650222_Timetable_-_2024-02,1,Eastbound,1295__4803_Timetable_-_2024-02
Oshawa Station,Weekday_merged_999976,1,a_4022_Timetable_-_2024-02,403,100.0.1046829271_Timetable_-_2024-02,1,Southbound,1296__4022_Timetable_-_2024-02
Oshawa Station,Saturday_merged_999978,1,a_64014_Timetable_-_2024-02,403,100.0.1046829271_Timetable_-_2024-02,1,Southbound,1297__64014_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4016_Timetable_-_2024-02,423,100.0.1672883332_Timetable_-_2024-02,1,Southbound,1298__4016_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4069_Timetable_-_2024-02,423,100.0.1672883332_Timetable_-_2024-02,1,Southbound,1299__4069_Timetable_-_2024-02
Oshawa Station,Weekday_merged_999976,1,a_4017_Timetable_-_2024-02,403,100.0.1046829271_Timetable_-_2024-02,1,Southbound,129__4017_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4018_Timetable_-_2024-02,423,100.0.1672883332_Timetable_-_2024-02,1,Southbound,1300__4018_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4071_Timetable_-_2024-02,423,100.0.1672883332_Timetable_-_2024-02,1,Southbound,1301__4071_Timetable_-_2024-02
Harmony Terminal,Weekday_merged_999976,0,a_4016_Timetable_-_2024-02,423,100.0.1672883331_Timetable_-_2024-02,1,Northbound,1302__4016_Timetable_-_2024-02
Harmony Terminal,Weekday_merged_999976,0,a_4069_Timetable_-_2024-02,423,100.0.1672883331_Timetable_-_2024-02,1,Northbound,1303__4069_Timetable_-_2024-02
Harmony Terminal,Weekday_merged_999976,0,a_4018_Timetable_-_2024-02,423,100.0.1672883331_Timetable_-_2024-02,1,Northbound,1304__4018_Timetable_-_2024-02
Harmony Terminal,Weekday_merged_999976,0,a_4027_Timetable_-_2024-02,423,100.0.1672883331_Timetable_-_2024-02,1,Northbound,1305__4027_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4025_Timetable_-_2024-02,410,100.0.1046829822_Timetable_-_2024-02,1,Southbound,1306__4025_Timetable_-_2024-02
Harmony Terminal,Weekday_merged_999976,0,a_4029_Timetable_-_2024-02,423,100.0.1672883331_Timetable_-_2024-02,1,Northbound,1307__4029_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4027_Timetable_-_2024-02,423,100.0.1672883332_Timetable_-_2024-02,1,Southbound,1308__4027_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,0,a_4022_Timetable_-_2024-02,403,100.0.1046829277_Timetable_-_2024-02,1,Northbound,1309__4022_Timetable_-_2024-02
