trip_headsign,service_id,direction_id,block_id,route_id,shape_id,wheelchair_accessible,direction_name,trip_id
Oshawa,Weekday_merged_999976,0,a_4061_Timetable_-_2024-02,900,100.0.1952650222_Timetable_-_2024-02,1,Eastbound,1941__4061_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_4805_Timetable_-_2024-02,900,100.0.1952650222_Timetable_-_2024-02,1,Eastbound,1942__4805_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_4801_Timetable_-_2024-02,900,100.0.1952650222_Timetable_-_2024-02,1,Eastbound,1943__4801_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_4802_Timetable_-_2024-02,900,100.0.1952650222_Timetable_-_2024-02,1,Eastbound,1944__4802_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_4803_Timetable_-_2024-02,900,100.0.1952650222_Timetable_-_2024-02,1,Eastbound,1945__4803_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_4806_Timetable_-_2024-02,900,100.0.1952650222_Timetable_-_2024-02,1,Eastbound,1946__4806_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_4061_Timetable_-_2024-02,900,100.0.1952650222_Timetable_-_2024-02,1,Eastbound,1947__4061_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_4805_Timetable_-_2024-02,900,100.0.1952650222_Timetable_-_2024-02,1,Eastbound,1948__4805_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_4801_Timetable_-_2024-02,900,100.0.1952650222_Timetable_-_2024-02,1,Eastbound,1949__4801_Timetable_-_2024-02
Harmony,Weekday_merged_999976,0,a_4069_Timetable_-_2024-02,405,100.0.1046829421_Timetable_-_2024-02,1,Northbound,194__4069_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_4802_Timetable_-_2024-02,900,100.0.1952650222_Timetable_-_2024-02,1,Eastbound,1950__4802_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_4803_Timetable_-_2024-02,900,100.0.1952650222_Timetable_-_2024-02,1,Eastbound,1951__4803_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2057_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1952__2057_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2045_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1953__2045_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2031_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1954__2031_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2046_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1955__2046_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2041_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1956__2041_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2057_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1957__2057_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2064_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1958__2064_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2047_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1959__2047_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4060_Timetable_-_2024-02,405,100.0.1046829422_Timetable_-_2024-02,1,Southbound,195__4060_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2045_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1960__2045_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2031_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1961__2031_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2061_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1962__2061_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2046_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1963__2046_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2041_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1964__2041_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2057_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1965__2057_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2064_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1966__2064_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2047_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1967__2047_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2045_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1968__2045_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2031_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1969__2031_Timetable_-_2024-02
Harmony,Weekday_merged_999976,0,a_4016_Timetable_-_2024-02,405,100.0.1046829421_Timetable_-_2024-02,1,Northbound,196__4016_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2061_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1970__2061_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2046_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1971__2046_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2041_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1972__2041_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2062_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1973__2062_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2057_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1974__2057_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2064_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1975__2064_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2047_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1976__2047_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2045_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1977__2045_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2031_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1978__2031_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2061_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1979__2061_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4033_Timetable_-_2024-02,405,100.0.1046829422_Timetable_-_2024-02,1,Southbound,197__4033_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2046_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1980__2046_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2041_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1981__2041_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2062_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1982__2062_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2057_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1983__2057_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2038_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1984__2038_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2047_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1985__2047_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2045_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1986__2045_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2031_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1987__2031_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2061_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1988__2061_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2046_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1989__2046_Timetable_-_2024-02
Harmony,Weekday_merged_999976,0,a_4068_Timetable_-_2024-02,405,100.0.1046829421_Timetable_-_2024-02,1,Northbound,198__4068_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2041_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1990__2041_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2062_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1991__2062_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2057_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1992__2057_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2038_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1993__2038_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2036_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1994__2036_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2031_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1995__2031_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2046_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1996__2046_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2062_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1997__2062_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2036_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1998__2036_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2031_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,1999__2031_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4010_Timetable_-_2024-02,405,100.0.1046829422_Timetable_-_2024-02,1,Southbound,199__4010_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2046_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,2000__2046_Timetable_-_2024-02
Oshawa,Weekday_merged_999976,0,a_2062_Timetable_-_2024-02,900,100.0.1952650224_Timetable_-_2024-02,1,Eastbound,2001__2062_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,0,a_4027_Timetable_-_2024-02,403,100.0.1813946333_Timetable_-_2024-02,1,Northbound,2002__4027_Timetable_-_2024-02
B - Phillip Murray,Weekday_merged_999976,1,a_2008_Timetable_-_2024-02,403,100.0.1667218438_Timetable_-_2024-02,1,Southbound,2004__2008_Timetable_-_2024-02
Pickering Parkway Terminal,Weekday_merged_999976,1,a_2047_Timetable_-_2024-02,112,100.0.1952651144_Timetable_-_2024-02,1,Southbound,2005__2047_Timetable_-_2024-02
Pickering Parkway Terminal,Weekday_merged_999976,1,a_2033_Timetable_-_2024-02,112,100.0.1952651144_Timetable_-_2024-02,1,Southbound,2006__2033_Timetable_-_2024-02
Bloor,All Days_merged_999974,1,a_94904_Timetable_-_2024-02,N2,100.0.1952650992_Timetable_-_2024-02,1,Southbound,2007__94904_Timetable_-_2024-02
Bloor,All Days_merged_999974,1,a_94906_Timetable_-_2024-02,N2,100.0.1952650992_Timetable_-_2024-02,1,Southbound,2008__94906_Timetable_-_2024-02
Bloor,All Days_merged_999974,1,a_94904_Timetable_-_2024-02,N2,100.0.1952650992_Timetable_-_2024-02,1,Southbound,2009__94904_Timetable_-_2024-02
Harmony,Weekday_merged_999976,0,a_4018_Timetable_-_2024-02,405,100.0.1046829421_Timetable_-_2024-02,1,Northbound,200__4018_Timetable_-_2024-02
Bloor,All Days_merged_999974,1,a_94906_Timetable_-_2024-02,N2,100.0.1952650992_Timetable_-_2024-02,1,Southbound,2010__94906_Timetable_-_2024-02
Bloor,All Days_merged_999974,1,a_94904_Timetable_-_2024-02,N2,100.0.1952650992_Timetable_-_2024-02,1,Southbound,2011__94904_Timetable_-_2024-02
Bloor,All Days_merged_999974,1,a_94906_Timetable_-_2024-02,N2,100.0.1952650992_Timetable_-_2024-02,1,Southbound,2012__94906_Timetable_-_2024-02
Whitby Station,Weekday_merged_999976,1,a_2026_Timetable_-_2024-02,905,100.0.2081289276_Timetable_-_2024-02,1,Southbound,2013__2026_Timetable_-_2024-02
C - Uxbridge,Weekday_merged_999976,0,a_2054_Timetable_-_2024-02,905,100.0.1938513581_Timetable_-_2024-02,1,Northbound,2014__2054_Timetable_-_2024-02
A - Windfields Farm,Saturday_merged_999978,0,a_62037_Timetable_-_2024-02,905,100.0.1938513583_Timetable_-_2024-02,1,Northbound,2015__62037_Timetable_-_2024-02
North Campus,Weekday_merged_999976,0,a_2070_Timetable_-_2024-02,302,100.0.1938512711_Timetable_-_2024-02,1,Northbound,2017__2070_Timetable_-_2024-02
C - Uxbridge,Saturday_merged_999978,0,a_62040_Timetable_-_2024-02,905,100.0.1938513581_Timetable_-_2024-02,1,Northbound,2018__62040_Timetable_-_2024-02
Whitby Station,Saturday_merged_999978,1,a_62039_Timetable_-_2024-02,905,100.0.2081289274_Timetable_-_2024-02,1,Southbound,2019__62039_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4069_Timetable_-_2024-02,405,100.0.1046829422_Timetable_-_2024-02,1,Southbound,201__4069_Timetable_-_2024-02
North Campus,Saturday_merged_999978,0,a_62038_Timetable_-_2024-02,302,100.0.1938512711_Timetable_-_2024-02,1,Northbound,2020__62038_Timetable_-_2024-02
Ontario Shores,Weekday_merged_999976,1,a_2005_Timetable_-_2024-02,392,100.0.1952652991_Timetable_-_2024-02,1,Southbound,2021__2005_Timetable_-_2024-02
Whitby Station,Saturday_merged_999978,1,a_62038_Timetable_-_2024-02,302,100.0.1938512712_Timetable_-_2024-02,1,Southbound,2022__62038_Timetable_-_2024-02
Whitby Station,Weekday_merged_999976,1,a_2026_Timetable_-_2024-02,905,100.0.1938513582_Timetable_-_2024-02,1,Southbound,2023__2026_Timetable_-_2024-02
Whitby Station,Weekday_merged_999976,0,a_2008_Timetable_-_2024-02,392,100.0.1952652992_Timetable_-_2024-02,1,Northbound,2024__2008_Timetable_-_2024-02
Whitby Station,Weekday_merged_999976,1,a_2028_Timetable_-_2024-02,319,100.0.1980069562_Timetable_-_2024-02,1,Southbound,2025__2028_Timetable_-_2024-02
A - Windfields Farm,Weekday_merged_999976,0,a_2028_Timetable_-_2024-02,905,100.0.1938513583_Timetable_-_2024-02,1,Northbound,2026__2028_Timetable_-_2024-02
Whitby Station,Weekday_merged_999976,1,a_2054_Timetable_-_2024-02,905,100.0.1938513582_Timetable_-_2024-02,1,Southbound,2027__2054_Timetable_-_2024-02
Whitby Station,Weekday_merged_999976,0,a_2054_Timetable_-_2024-02,392,100.0.1952652992_Timetable_-_2024-02,1,Northbound,2028__2054_Timetable_-_2024-02
A - Windfields Farm,Weekday_merged_999976,0,a_2067_Timetable_-_2024-02,905,100.0.1938513583_Timetable_-_2024-02,1,Northbound,2029__2067_Timetable_-_2024-02
Harmony,Weekday_merged_999976,0,a_4013_Timetable_-_2024-02,405,100.0.1046829421_Timetable_-_2024-02,1,Northbound,202__4013_Timetable_-_2024-02
Whitby Station,Weekday_merged_999976,1,a_2054_Timetable_-_2024-02,905,100.0.2081289274_Timetable_-_2024-02,1,Southbound,2030__2054_Timetable_-_2024-02
A - Windfields Farm,Weekday_merged_999976,0,a_2067_Timetable_-_2024-02,905,100.0.1938513583_Timetable_-_2024-02,1,Northbound,2031__2067_Timetable_-_2024-02
North Campus,Saturday_merged_999978,0,a_62039_Timetable_-_2024-02,302,100.0.1938512711_Timetable_-_2024-02,1,Northbound,2032__62039_Timetable_-_2024-02
Whitby Station,Saturday_merged_999978,1,a_62039_Timetable_-_2024-02,302,100.0.1938512712_Timetable_-_2024-02,1,Southbound,2033__62039_Timetable_-_2024-02
Whitby Station,Weekday_merged_999976,1,a_2028_Timetable_-_2024-02,319,100.0.1980069562_Timetable_-_2024-02,1,Southbound,2034__2028_Timetable_-_2024-02
Whitby Station,Weekday_merged_999976,1,a_2054_Timetable_-_2024-02,905,100.0.2081289274_Timetable_-_2024-02,1,Southbound,2035__2054_Timetable_-_2024-02
Whitby Station,Weekday_merged_999976,0,a_2067_Timetable_-_2024-02,392,100.0.1952652992_Timetable_-_2024-02,1,Northbound,2036__2067_Timetable_-_2024-02
Whitby Station,Weekday_merged_999976,1,a_2075_Timetable_-_2024-02,905,100.0.2081289274_Timetable_-_2024-02,1,Southbound,2037__2075_Timetable_-_2024-02
Whitby Station,Saturday_merged_999978,1,a_62033_Timetable_-_2024-02,905,100.0.2081289274_Timetable_-_2024-02,1,Southbound,2038__62033_Timetable_-_2024-02
North Campus,Weekday_merged_999976,0,a_2028_Timetable_-_2024-02,302,100.0.1938512711_Timetable_-_2024-02,1,Northbound,2039__2028_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4016_Timetable_-_2024-02,405,100.0.1046829422_Timetable_-_2024-02,1,Southbound,203__4016_Timetable_-_2024-02
Whitby Station,Weekday_merged_999976,1,a_2007_Timetable_-_2024-02,302,100.0.1938512712_Timetable_-_2024-02,1,Southbound,2040__2007_Timetable_-_2024-02
Whitby Station,Weekday_merged_999976,1,a_2069_Timetable_-_2024-02,319,100.0.1980069562_Timetable_-_2024-02,1,Southbound,2041__2069_Timetable_-_2024-02
North Campus,Saturday_merged_999978,0,a_62037_Timetable_-_2024-02,302,100.0.1938512711_Timetable_-_2024-02,1,Northbound,2042__62037_Timetable_-_2024-02
A - Windfields Farm,Saturday_merged_999978,0,a_62038_Timetable_-_2024-02,905,100.0.1938513583_Timetable_-_2024-02,1,Northbound,2043__62038_Timetable_-_2024-02
C - Uxbridge,Weekday_merged_999976,0,a_2065_Timetable_-_2024-02,905,100.0.1938513581_Timetable_-_2024-02,1,Northbound,2044__2065_Timetable_-_2024-02
A - Windfields Farm,Weekday_merged_999976,0,a_2008_Timetable_-_2024-02,905,100.0.1938513583_Timetable_-_2024-02,1,Northbound,2045__2008_Timetable_-_2024-02
Whitby Station,Weekday_merged_999976,1,a_2008_Timetable_-_2024-02,302,100.0.1938512712_Timetable_-_2024-02,1,Southbound,2046__2008_Timetable_-_2024-02
A - Windfields Farm,Saturday_merged_999978,0,a_62037_Timetable_-_2024-02,905,100.0.1938513583_Timetable_-_2024-02,1,Northbound,2047__62037_Timetable_-_2024-02
Whitby Station,Saturday_merged_999978,1,a_62035_Timetable_-_2024-02,302,100.0.1938512712_Timetable_-_2024-02,1,Southbound,2048__62035_Timetable_-_2024-02
A - Windfields Farm,Weekday_merged_999976,0,a_2065_Timetable_-_2024-02,905,100.0.1938513583_Timetable_-_2024-02,1,Northbound,2049__2065_Timetable_-_2024-02
Harmony,Weekday_merged_999976,0,a_4001_Timetable_-_2024-02,405,100.0.1046829421_Timetable_-_2024-02,1,Northbound,204__4001_Timetable_-_2024-02
North Campus,Weekday_merged_999976,0,a_2026_Timetable_-_2024-02,302,100.0.1938512711_Timetable_-_2024-02,1,Northbound,2050__2026_Timetable_-_2024-02
Whitby Station,Weekday_merged_999976,0,a_2008_Timetable_-_2024-02,392,100.0.1952652992_Timetable_-_2024-02,1,Northbound,2051__2008_Timetable_-_2024-02
Whitby Station,Saturday_merged_999978,1,a_62033_Timetable_-_2024-02,905,100.0.2081289274_Timetable_-_2024-02,1,Southbound,2052__62033_Timetable_-_2024-02
Whitby Station,Weekday_merged_999976,1,a_2005_Timetable_-_2024-02,319,100.0.1980069562_Timetable_-_2024-02,1,Southbound,2053__2005_Timetable_-_2024-02
Whitby Station,Saturday_merged_999978,1,a_62037_Timetable_-_2024-02,905,100.0.2081289274_Timetable_-_2024-02,1,Southbound,2054__62037_Timetable_-_2024-02
A - Windfields Farm,Weekday_merged_999976,0,a_2008_Timetable_-_2024-02,905,100.0.1938513583_Timetable_-_2024-02,1,Northbound,2055__2008_Timetable_-_2024-02
Whitby Station,Weekday_merged_999976,1,a_2068_Timetable_-_2024-02,905,100.0.2081289274_Timetable_-_2024-02,1,Southbound,2056__2068_Timetable_-_2024-02
Whitby Station,Saturday_merged_999978,1,a_62038_Timetable_-_2024-02,905,100.0.2081289274_Timetable_-_2024-02,1,Southbound,2057__62038_Timetable_-_2024-02
Taunton,Weekday_merged_999976,0,a_2074_Timetable_-_2024-02,319,100.0.1980069561_Timetable_-_2024-02,1,Northbound,2058__2074_Timetable_-_2024-02
Taunton,Weekday_merged_999976,0,a_2028_Timetable_-_2024-02,319,100.0.1980069561_Timetable_-_2024-02,1,Northbound,2059__2028_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4068_Timetable_-_2024-02,405,100.0.1046829422_Timetable_-_2024-02,1,Southbound,205__4068_Timetable_-_2024-02
Ontario Shores,Weekday_merged_999976,1,a_2008_Timetable_-_2024-02,392,100.0.1952652991_Timetable_-_2024-02,1,Southbound,2060__2008_Timetable_-_2024-02
A - Windfields Farm,Weekday_merged_999976,0,a_2071_Timetable_-_2024-02,905,100.0.1938513583_Timetable_-_2024-02,1,Northbound,2061__2071_Timetable_-_2024-02
North Campus,Weekday_merged_999976,0,a_2054_Timetable_-_2024-02,302,100.0.1938512711_Timetable_-_2024-02,1,Northbound,2062__2054_Timetable_-_2024-02
Whitby Station,Saturday_merged_999978,1,a_62033_Timetable_-_2024-02,302,100.0.1938512712_Timetable_-_2024-02,1,Southbound,2063__62033_Timetable_-_2024-02
A - Windfields Farm,Saturday_merged_999978,0,a_62033_Timetable_-_2024-02,905,100.0.1938513583_Timetable_-_2024-02,1,Northbound,2064__62033_Timetable_-_2024-02
A - Windfields Farm,Weekday_merged_999976,0,a_2072_Timetable_-_2024-02,905,100.0.1938513583_Timetable_-_2024-02,1,Northbound,2066__2072_Timetable_-_2024-02
Whitby Station,Weekday_merged_999976,1,a_2006_Timetable_-_2024-02,302,100.0.1938512712_Timetable_-_2024-02,1,Southbound,2067__2006_Timetable_-_2024-02
North Campus,Saturday_merged_999978,0,a_62038_Timetable_-_2024-02,302,100.0.1938512711_Timetable_-_2024-02,1,Northbound,2068__62038_Timetable_-_2024-02
Whitby Station,Weekday_merged_999976,0,a_2007_Timetable_-_2024-02,392,100.0.1952652992_Timetable_-_2024-02,1,Northbound,2069__2007_Timetable_-_2024-02
Harmony,Weekday_merged_999976,0,a_4022_Timetable_-_2024-02,405,100.0.1046829421_Timetable_-_2024-02,1,Northbound,206__4022_Timetable_-_2024-02
Whitby Station,Weekday_merged_999976,1,a_2002_Timetable_-_2024-02,319,100.0.1980069562_Timetable_-_2024-02,1,Southbound,2070__2002_Timetable_-_2024-02
North Campus,Saturday_merged_999978,0,a_62039_Timetable_-_2024-02,302,100.0.1938512711_Timetable_-_2024-02,1,Northbound,2071__62039_Timetable_-_2024-02
Taunton,Weekday_merged_999976,0,a_2002_Timetable_-_2024-02,319,100.0.1980069561_Timetable_-_2024-02,1,Northbound,2072__2002_Timetable_-_2024-02
A - Windfields Farm,Weekday_merged_999976,0,a_2026_Timetable_-_2024-02,905,100.0.1938513583_Timetable_-_2024-02,1,Northbound,2073__2026_Timetable_-_2024-02
Whitby Station,Saturday_merged_999978,1,a_62039_Timetable_-_2024-02,905,100.0.2081289274_Timetable_-_2024-02,1,Southbound,2074__62039_Timetable_-_2024-02
Whitby Station,Saturday_merged_999978,1,a_62034_Timetable_-_2024-02,905,100.0.1938513582_Timetable_-_2024-02,1,Southbound,2075__62034_Timetable_-_2024-02
Whitby Station,Weekday_merged_999976,1,a_2007_Timetable_-_2024-02,905,100.0.2081289274_Timetable_-_2024-02,1,Southbound,2076__2007_Timetable_-_2024-02
North Campus,Saturday_merged_999978,0,a_62040_Timetable_-_2024-02,302,100.0.1938512711_Timetable_-_2024-02,1,Northbound,2077__62040_Timetable_-_2024-02
A - Windfields Farm,Saturday_merged_999978,0,a_62039_Timetable_-_2024-02,905,100.0.1938513583_Timetable_-_2024-02,1,Northbound,2078__62039_Timetable_-_2024-02
A - Windfields Farm,Weekday_merged_999976,0,a_2067_Timetable_-_2024-02,905,100.0.1938513583_Timetable_-_2024-02,1,Northbound,2079__2067_Timetable_-_2024-02
Oshawa Centre Terminal,Weekday_merged_999976,1,a_4018_Timetable_-_2024-02,405,100.0.1046829422_Timetable_-_2024-02,1,Southbound,207__4018_Timetable_-_2024-02
Whitby Station,Saturday_merged_999978,1,a_62039_Timetable_-_2024-02,905,100.0.2081289274_Timetable_-_2024-02,1,Southbound,2080__62039_Timetable_-_2024-02
Whitby Station,Weekday_merged_999976,1,a_2069_Timetable_-_2024-02,905,100.0.2081289274_Timetable_-_2024-02,1,Southbound,2081__2069_Timetable_-_2024-02
Taunton,Weekday_merged_999976,0,a_2005_Timetable_-_2024-02,319,100.0.1980069561_Timetable_-_2024-02,1,Northbound,2082__2005_Timetable_-_2024-02
C - Uxbridge,Weekday_merged_999976,0,a_2008_Timetable_-_2024-02,905,100.0.1938513581_Timetable_-_2024-02,1,Northbound,2083__2008_Timetable_-_2024-02
Whitby Station,Weekday_merged_999976,1,a_2028_Timetable_-_2024-02,302,100.0.1938512712_Timetable_-_2024-02,1,Southbound,2084__2028_Timetable_-_2024-02
Whitby Station,Weekday_merged_999976,1,a_2003_Timetable_-_2024-02,302,100.0.1938512712_Timetable_-_2024-02,1,Southbound,2085__2003_Timetable_-_2024-02
North Campus,Weekday_merged_999976,0,a_2071_Timetable_-_2024-02,302,100.0.1938512711_Timetable_-_2024-02,1,Northbound,2086__2071_Timetable_-_2024-02
Whitby Station,Weekday_merged_999976,1,a_2075_Timetable_-_2024-02,302,100.0.1938512712_Timetable_-_2024-02,1,Southbound,2087__2075_Timetable_-_2024-02
North Campus,Weekday_merged_999976,0,a_2065_Timetable_-_2024-02,302,100.0.1938512711_Timetable_-_2024-02,1,Northbound,2088__2065_Timetable_-_2024-02
Whitby Station,Saturday_merged_999978,1,a_62037_Timetable_-_2024-02,302,100.0.1938512712_Timetable_-_2024-02,1,Southbound,2089__62037_Timetable_-_2024-02
Harmony,Weekday_merged_999976,0,a_4011_Timetable_-_2024-02,405,100.0.1046829421_Timetable_-_2024-02,1,Northbound,208__4011_Timetable_-_2024-02
Whitby Station,Weekday_merged_999976,0,a_2067_Timetable_-_2024-02,392,100.0.1952652992_Timetable_-_2024-02,1,Northbound,2090__2067_Timetable_-_2024-02
Whitby Station,Weekday_merged_999976,1,a_2067_Timetable_-_2024-02,905,100.0.2081289274_Timetable_-_2024-02,1,Southbound,2091__2067_Timetable_-_2024-02
