service_id,date,exception_type
14703,20231015,1
1601,20231016,1
301,20231016,1
14601,20231016,1
8701,20231016,1
1601,20231017,1
301,20231017,1
14601,20231017,1
8701,20231017,1
1601,20231018,1
301,20231018,1
14601,20231018,1
8701,20231018,1
1601,20231019,1
301,20231019,1
14601,20231019,1
8701,20231019,1
14601,20231020,1
8701,20231020,1
14602,20231021,1
14702,20231021,1
703,20231022,1
14703,20231022,1
1601,20231023,1
301,20231023,1
14601,20231023,1
8701,20231023,1
1601,20231024,1
301,20231024,1
14601,20231024,1
8701,20231024,1
1601,20231025,1
301,20231025,1
14601,20231025,1
8701,20231025,1
1601,20231026,1
301,20231026,1
14601,20231026,1
8701,20231026,1
1601,20231027,1
301,20231027,1
14601,20231027,1
8701,20231027,1
14602,20231028,1
14702,20231028,1
703,20231029,1
14703,20231029,1
1601,20231030,1
301,20231030,1
14601,20231030,1
8701,20231030,1
1601,20231031,1
301,20231031,1
14601,20231031,1
8701,20231031,1
1601,20231101,1
301,20231101,1
14601,20231101,1
8701,20231101,1
1601,20231102,1
301,20231102,1
14601,20231102,1
8701,20231102,1
1601,20231103,1
301,20231103,1
14601,20231103,1
8701,20231103,1
14602,20231104,1
14702,20231104,1
703,20231105,1
14703,20231105,1
1601,20231106,1
301,20231106,1
14601,20231106,1
8701,20231106,1
1601,20231107,1
301,20231107,1
14601,20231107,1
8701,20231107,1
1601,20231108,1
301,20231108,1
14601,20231108,1
8701,20231108,1
1601,20231109,1
301,20231109,1
14601,20231109,1
8701,20231109,1
1601,20231110,1
301,20231110,1
14601,20231110,1
8701,20231110,1
14602,20231111,1
14702,20231111,1
703,20231112,1
14703,20231112,1
1601,20231113,1
301,20231113,1
14601,20231113,1
8701,20231113,1
1601,20231114,1
301,20231114,1
14601,20231114,1
8701,20231114,1
1601,20231115,1
301,20231115,1
14601,20231115,1
8701,20231115,1
1601,20231116,1
301,20231116,1
14601,20231116,1
8701,20231116,1
14601,20231117,1
8701,20231117,1
14602,20231118,1
14702,20231118,1
14703,20231119,1
16403,20231119,1
1601,20231120,1
301,20231120,1
14601,20231120,1
8701,20231120,1
1601,20231121,1
301,20231121,1
14601,20231121,1
8701,20231121,1
1601,20231122,1
301,20231122,1
14601,20231122,1
8701,20231122,1
1601,20231123,1
301,20231123,1
14601,20231123,1
8701,20231123,1
1601,20231124,1
301,20231124,1
14601,20231124,1
8701,20231124,1
14602,20231125,1
14702,20231125,1
14703,20231126,1
1601,20231127,1
301,20231127,1
14601,20231127,1
8701,20231127,1
1601,20231128,1
301,20231128,1
14601,20231128,1
8701,20231128,1
1601,20231129,1
301,20231129,1
14601,20231129,1
8701,20231129,1
1601,20231130,1
301,20231130,1
14601,20231130,1
8701,20231130,1
1601,20231201,1
301,20231201,1
14601,20231201,1
8701,20231201,1
14602,20231202,1
14702,20231202,1
14703,20231203,1
1601,20231204,1
301,20231204,1
14601,20231204,1
8701,20231204,1
1601,20231205,1
301,20231205,1
14601,20231205,1
8701,20231205,1
1601,20231206,1
301,20231206,1
14601,20231206,1
8701,20231206,1
1601,20231207,1
301,20231207,1
14601,20231207,1
8701,20231207,1
1601,20231208,1
301,20231208,1
14601,20231208,1
8701,20231208,1
14602,20231209,1
14702,20231209,1
14703,20231210,1
1601,20231211,1
301,20231211,1
14601,20231211,1
8701,20231211,1
1601,20231212,1
301,20231212,1
14601,20231212,1
8701,20231212,1
1601,20231213,1
301,20231213,1
14601,20231213,1
8701,20231213,1
1601,20231214,1
301,20231214,1
14601,20231214,1
8701,20231214,1
1601,20231215,1
301,20231215,1
14601,20231215,1
8701,20231215,1
14602,20231216,1
14702,20231216,1
14703,20231217,1
1601,20231218,1
301,20231218,1
14601,20231218,1
8701,20231218,1
1601,20231219,1
301,20231219,1
14601,20231219,1
8701,20231219,1
1601,20231220,1
301,20231220,1
14601,20231220,1
8701,20231220,1
1601,20231221,1
301,20231221,1
14601,20231221,1
8701,20231221,1
1601,20231222,1
301,20231222,1
14601,20231222,1
8701,20231222,1
14602,20231223,1
14702,20231223,1
14703,20231224,1
4,20231225,1
1,20231225,2
14706,20231226,1
6,20231226,1
1,20231226,2
14601,20231227,1
8701,20231227,1
14601,20231228,1
8701,20231228,1
14601,20231229,1
8701,20231229,1
14602,20231230,1
14702,20231230,1
