stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
1001,2939,ABERDEEN at CHEDOKE,ABERDEEN AV & CHEDOKE AV,43.251863,-79.896418,,,,,,0
1002,2940,ABERDEEN at COTTAGE,ABERDEEN AV & COTTAGE AV,43.250371,-79.890369,,,,,,0
1003,2952,ABERDEEN opposite COTTAGE,ABERDEEN AV & COTTAGE AV OPP,43.250463,-79.890115,,,,,,0
1004,2952,ABERDEEN at DUNDURN,ABERDEEN AV & DUNDURN ST S,43.250967,-79.892346,,,,,,0
1005,2940,ABERDEEN at DUNDURN,ABERDEEN AV & DUNDURN ST,43.250953,-79.892967,,,,,,0
1006,2952,ABERDEEN at KENT,ABERDEEN AV & KENT ST,43.249371,-79.885379,,,,,,0
1007,2941,ABERDEEN at KENT,ABERDEEN AV & KENT ST,43.249278,-79.885615,,,,,,0
1008,2952,ABERDEEN at LOCKE,ABERDEEN AV & LOCKE ST,43.24996,-79.887884,,,,,,0
1009,2955,ABERDEEN at LONGWOOD,ABERDEEN AV & LONGWOOD RD,43.253356,-79.901766,,,,,,0
1010,2939,ABERDEEN opposite LONGWOOD,ABERDEEN AV & LONGWOOD RD OPP,43.253114,-79.901472,,,,,,0
1011,2953,ABERDEEN opposite CHEDOKE,ABERDEEN AV & CHEDOKE AV,43.251998,-79.896579,,,,,,0
1012,2941,ABERDEEN at SPRUCESIDE,ABERDEEN AV & SPRUCESIDE AV,43.248831,-79.883747,,,,,,0
1013,2939,ABERDEEN at STUDHOLME,ABERDEEN AV & STUDHOLME AV,43.252588,-79.899439,,,,,,0
1014,2953,ABERDEEN opposite STUDHOLME,ABERDEEN AV & STUDHOLME RD OPP,43.252796,-79.899563,,,,,,0
1015,2941,ABERDEEN at UNDERMOUNT,ABERDEEN AV & UNDERMOUNT AV,43.249761,-79.887735,,,,,,0
1017,2630,AMBERLY opposite BLOOMSBURY,0 AMBERLY BV & BLOOMSBURY CT,43.207556,-79.985157,,,,,,0
1018,2632,AMBERLY opposite CHIPPENDALE,AMBERLY BV & CHIPPENDALE AV OPP (#265),43.207699,-79.998995,,,,,,0
1019,2621,AMBERLY at SUNNYMEADE,AMBERLY BV & SUNNYMEADE DR OPP (#257),43.207392,-79.999086,,,,,,0
1020,2622,AMBERLY at COTTINGHAM WEST,AMBERLY BV & COTTINGHAM CT (WEST LEG),43.206743,-79.989295,,,,,,0
1021,2622,AMBERLY at FIDDLERS GREEN,AMBERLY BV & FIDDLER'S GREEN RD,43.207646,-79.984471,,,,,,0
1022,2631,AMBERLY at LEITH COURT,AMBERLY BV & LEITH CT,43.206783,-79.989757,,,,,,0
1023,2621,AMBERLY at MELANIE WEST,AMBERLY BV & MELANIE CT (WEST LEG),43.206665,-79.993977,,,,,,0
1024,2631,AMBERLY opposite MELANIE WEST,AMBERLY BV & MELANIE CT (WEST LEG) OPP (#161),43.206864,-79.993661,,,,,,0
1025,2632,AMBERLY at WILSON,AMBERLY BV & WILSON ST W,43.209311,-79.99926,,,,,,0
1027,2624,ANSON at GARNER,ANSON DR & GARNER RD E,43.202791,-79.978652,,,,,,0
1028,2091,ARKLEDUN opposite KINGSWAY,ARKLEDUN AV & KINGSWAY DR,43.247211,-79.868623,,,,,,0
1030,2028,ARKLEDUN at KINGSWAY,ARKLEDUN AV & KINGSWAY DR,43.247014,-79.868585,,,,,,0
1032,2541,At 596 ARVIN,ARVIN AV & #596,43.226226,-79.702306,,,,,,0
1033,2541,At 560 ARVIN,ARVIN AV & #560,43.227166,-79.706317,,,,,,0
1034,2541,At 576 ARVIN,ARVIN AV & #576,43.226683,-79.704268,,,,,,0
1035,2541,ARVIN at FRUITLAND,ARVIN AV & FRUITLAND RD,43.225516,-79.699353,,,,,,0
1036,2945,AUGUSTA at JAMES,AUGUSTA ST & JAMES ST,43.251991,-79.870456,,,,,,0
1037,2945,AUGUSTA at JOHN,AUGUSTA ST & JOHN ST,43.251596,-79.868799,,,,,,0
1040,1212,At 2553 BARTON,BARTON ST E & #2553 W LAKE AV,43.235614,-79.755035,,,,,,0
1041,1261,Opposite 2553 BARTON,BARTON ST E & #2553 OPP,43.235695,-79.755827,,,,,,0
1042,1262,At 2772 BARTON,BARTON ST E & #2772 W BELL MANOR ST,43.23334,-79.744993,,,,,,0
1043,1220,BARTON at ADELINE,BARTON ST E & ADELINE AV,43.245587,-79.791032,,,,,,0
1044,1250,BARTON at AGNES,BARTON ST E & AGNES ST,43.250583,-79.812716,,,,,,0
1045,1245,BARTON at BARNESDALE,BARTON ST E & BARNESDALE AV,43.255712,-79.833342,,,,,,0
1046,1228,BARTON at BARNESDALE,BARTON ST E & BARNESDALE AV,43.255824,-79.833199,,,,,,0
1048,1207,BELL MANOR LOOP PLATFORM 2,BELLMANOR LOOP & BARTON ST,43.232886,-79.742792,,,,,,0
1050,1248,BARTON opposite LINCOLN,BARTON ST E & LINCOLN ST OPP,43.252758,-79.821686,,,,,,0
1051,1244,BARTON at BIRCH,BARTON ST E & BIRCH AV,43.257451,-79.840021,,,,,,0
1052,1229,BARTON at BIRCH,BARTON ST E & BIRCH AV,43.257495,-79.839629,,,,,,0
1053,1262,BARTON at BOW VALLEY,BARTON ST E & BOW VALLEY DR,43.233974,-79.748286,,,,,,0
1054,1210,BARTON opposite BOW VALLEY,BARTON ST E & BOW VALLEY DR OPP,43.234224,-79.748342,,,,,,0
1055,1210,BARTON at BROCKLEY,BARTON ST E & BROCKLEY DR,43.233946,-79.746862,,,,,,0
1056,1247,BARTON at CAVELL,BARTON ST E & CAVELL AV,43.253342,-79.824202,,,,,,0
1057,1225,BARTON at CAVELL,BARTON ST E & CAVELL AV,43.253406,-79.823814,,,,,,0
1058,1260,BARTON at CENTENNIAL,BARTON ST E & CENTENNIAL PY N,43.23704,-79.761544,,,,,,0
1059,1212,BARTON at CENTENNIAL,BARTON ST E & CENTENNIAL PY N,43.23681,-79.760057,,,,,,0
1060,1346,BARTON at CHESTNUT,BARTON ST E & CHESTNUT AV,43.256913,-79.838065,,,,,,0
1062,1222,BARTON at COPE,BARTON ST E & COPE ST,43.248217,-79.801467,,,,,,0
1063,1212,BARTON at COVINGTON,BARTON ST E & COVINGTON ST,43.236216,-79.757469,,,,,,0
1064,1229,BARTON at EARL,BARTON ST E & EARL ST,43.256996,-79.837821,,,,,,0
1065,1230,BARTON at EMERALD,BARTON ST E & EMERALD ST,43.260439,-79.850765,,,,,,0
1066,1243,BARTON at EMERALD,BARTON ST E & EMERALD ST,43.260356,-79.851034,,,,,,0
1067,1252,BARTON opposite FAIRFIELD,BARTON ST E & FAIRFIELD AV,43.247254,-79.798516,,,,,,0
1068,1232,BARTON at FERGUSON,BARTON ST E & FERGUSON AV,43.262416,-79.858553,,,,,,0
1069,1242,BARTON at FERGUSON,BARTON ST E & FERGUSON AV,43.262196,-79.858392,,,,,,0
1070,1224,BARTON opposite FRASER,BARTON ST E & FRASER AV OPP,43.250886,-79.813192,,,,,,0
1071,1250,BARTON at FREDERICK,BARTON ST E & FREDERICK ST,43.250227,-79.811098,,,,,,0
1072,1223,BARTON opposite FREDERICK,BARTON ST E & FREDERICK ST OPP,43.25048,-79.811379,,,,,,0
1073,1246,BARTON at GAGE,BARTON ST E & GAGE AV N,43.253852,-79.826358,,,,,,0
1074,1226,BARTON at GAGE,BARTON ST E & GAGE AV N,43.254016,-79.826461,,,,,,0
1075,2533,BARTON at GRAYS,BARTON ST E & GRAYS RD,43.232555,-79.740816,,,,,,0
1076,2564,BARTON at GRAYS,BARTON ST & GRAYS RD,43.23257,-79.739873,,,,,,0
1077,1251,BARTON at HARMONY,BARTON ST E & HARMONY AV,43.24872,-79.804323,,,,,,0
1078,1222,BARTON at HARMONY,BARTON ST E & HARMONY AV,43.248827,-79.804169,,,,,,0
1079,1232,BARTON at HUGHSON,BARTON ST E & HUGHSON ST N,43.26375,-79.86433,,,,,,0
1081,1214,BARTON at KENILWORTH,BARTON ST E & KENILWORTH AV,43.249191,-79.806452,,,,,,0
1082,1223,BARTON at KENILWORTH,BARTON ST E & KENILWORTH AV,43.249488,-79.806864,,,,,,0
1083,1258,BARTON at KENORA,BARTON ST E & KENORA AV,43.238016,-79.765764,,,,,,0
1084,1213,BARTON at KENORA,BARTON ST E & KENORA AV,43.238093,-79.765203,,,,,,0
1085,1261,BARTON at LAKE,BARTON ST E & LAKE AV,43.234921,-79.752968,,,,,,0
1086,1211,BARTON at LAKE,BARTON ST E & LAKE AV,43.235026,-79.752382,,,,,,0
1087,1246,BARTON at LEINSTER,BARTON ST E & LEINSTER AV,43.254524,-79.828794,,,,,,0
1088,1227,BARTON at CHAPPLE,BARTON ST E & CHAPPLE,43.25457,-79.828378,,,,,,0
1089,1225,BARTON at LINCOLN,BARTON ST E & LINCOLN ST,43.252844,-79.8214,,,,,,0
1091,1227,BARTON at LOTTRIDGE,BARTON ST E & LOTTRIDGE ST,43.255303,-79.831083,,,,,,0
1092,1232,BARTON at MARY,BARTON ST E & MARY ST,43.26287,-79.86049,,,,,,0
1093,1256,BARTON at MARY,BARTON ST E & MARY ST,43.262664,-79.860342,,,,,,0
1094,1345,BARTON at MILTON,BARTON ST E & MILTON AV,43.257984,-79.841444,,,,,,0
1095,1258,BARTON at NASH,BARTON ST E & NASH RD N,43.239174,-79.771108,,,,,,0
1096,1215,BARTON at NASH,BARTON ST E & NASH RD N,43.239459,-79.771192,,,,,,0
1097,1351,BARTON at OSBORNE,BARTON ST E & OSBORNE ST,43.24237,-79.77617,,,,,,0
1099,1224,BARTON at OTTAWA,BARTON ST E & OTTAWA ST N,43.251386,-79.815833,,,,,,0
1101,1220,BARTON at PARKDALE,BARTON ST E & PARKDALE AV,43.245081,-79.788916,,,,,,0
1102,1261,BARTON opposite COVINGTON,BARTON ST E & PARKWAY PLAZA ENTRANCE,43.236277,-79.758566,,,,,,0
1103,1250,BARTON at ROBINS,BARTON ST E & ROBINS AV,43.249616,-79.808331,,,,,,0
1104,1223,BARTON opposite ROBINS,BARTON ST E & ROBINS AV OPP,43.249949,-79.80894,,,,,,0
1105,1248,BARTON at ROSSLYN,BARTON ST E & ROSSLYN AV,43.252173,-79.819334,,,,,,0
1106,1225,BARTON at ROSSLYN,BARTON ST E & ROSSLYN AV,43.252374,-79.819544,,,,,,0
1107,1238,BARTON at SANFORD,BARTON ST E & SANFORD AV N,43.258602,-79.843736,,,,,,0
1108,1263,BARTON at SANFORD,BARTON ST E & SANFORD AV,43.258311,-79.843201,,,,,,0
1109,1346,BARTON at SHERMAN,BARTON ST E & SHERMAN AV,43.25642,-79.836319,,,,,,0
1110,1228,BARTON at SHERMAN,BARTON ST E & SHERMAN AV,43.25652,-79.835977,,,,,,0
1111,1243,BARTON opposite ST. MATTHEWS,BARTON ST E & ST. MATTHEWS AV,43.259719,-79.848546,,,,,,0
1112,1230,BARTON at ST. MATTHEWS,BARTON ST E & ST. MATTHEWS AV,43.259834,-79.848434,,,,,,0
1113,1252,BARTON at STRATHEARNE,BARTON ST E & STRATHEARNE AV,43.246871,-79.797046,,,,,,0
1114,1221,BARTON at STRATHEARNE,BARTON ST E & STRATHEARNE AV,43.246861,-79.796384,,,,,,0
1115,1029,BARTON at TALBOT,BARTON ST E & TALBOT ST,43.241886,-79.774847,,,,,,0
1116,1218,BARTON at TOLTON,BARTON ST E & TOLTON AV,43.246275,-79.794508,,,,,,0
1117,1262,BARTON at VARGA,BARTON ST E & VARGA DR,43.233696,-79.746589,,,,,,0
1118,1231,BARTON at VICTORIA,BARTON ST E & VICTORIA AV (GENERAL HOSPITAL),43.261122,-79.853525,,,,,,0
1120,1220,BARTON opposite WALTER,BARTON ST E & WALTER AV OPP,43.246121,-79.793235,,,,,,0
1122,1351,BARTON at WAVERLY,BARTON ST E & WAVERLY ST,43.242701,-79.777628,,,,,,0
1124,1231,BARTON at WELLINGTON,BARTON ST E & WELLINGTON ST,43.261679,-79.855684,,,,,,0
1125,1233,BARTON at WELLINGTON,BARTON ST E & WELLINGTON ST N,43.261553,-79.855703,,,,,,0
1126,1238,BARTON at WENTWORTH,BARTON ST E & WENTWORTH ST,43.259161,-79.845684,,,,,,0
1127,1263,BARTON at WENTWORTH,BARTON ST E & WENTWORTH ST,43.258974,-79.845665,,,,,,0
1129,2536,BARTON at APPLE,BARTON ST & APPLE DR,43.228872,-79.726052,,,,,,0
1130,2543,BARTON opposite CHELSEA,BARTON ST & CHELSEA CR OPP (#601),43.223307,-79.703571,,,,,,0
1131,2560,BARTON at DEWITT,BARTON ST & DEWITT RD,43.224822,-79.709876,,,,,,0
1132,2534,BARTON at EASTDALE,BARTON ST & EASTDALE BV,43.231339,-79.734692,,,,,,0
1133,2565,BARTON opposite EASTDALE,BARTON ST & EASTDALE BV OPP (#221),43.231365,-79.734149,,,,,,0
1135,2534,BARTON at GREEN,BARTON ST & GREEN RD,43.229933,-79.729936,,,,,,0
1136,2565,BARTON at GREEN,BARTON ST & GREEN RD,43.230223,-79.730169,,,,,,0
1137,2536,BARTON at HALE,BARTON ST & HALE ST,43.228002,-79.722974,,,,,,0
1138,2563,BARTON opposite HALE,BARTON ST & HALE ST OPP (#361),43.228071,-79.722646,,,,,,0
1139,2563,BARTON at HILTON,BARTON ST & HILTON DR,43.228746,-79.725072,,,,,,0
1140,2537,BARTON opposite LEASIDE,BARTON ST & LEASIDE AV OPP (#441),43.226274,-79.716505,,,,,,0
1141,2561,BARTON at LEASIDE,BARTON ST & LEASIDE AV (#441),43.226492,-79.716558,,,,,,0
1142,2544,LEVI LOOP,BARTON ST & LEVI LOOP (#563),43.22399,-79.706327,,,,,,0
1143,2538,BARTON at MILLEN,BARTON ST & MILLEN RD,43.227124,-79.719879,,,,,,0
1144,2539,BARTON at MILLEN,BARTON ST & MILLEN RD,43.227175,-79.719231,,,,,,0
1145,2537,BARTON at PURITAN,BARTON ST & PURITAN ST,43.225665,-79.713846,,,,,,0
1146,2561,BARTON opposite PURITAN,BARTON ST & PURITAN ST OPP,43.225897,-79.714202,,,,,,0
1147,2922,BAY opposite GEORGE,BAY ST S & GEORGE ST,43.257224,-79.874001,,,,,,0
1149,2974,BAY at VINE,BAY ST N & VINE ST,43.260537,-79.8727,,,,,,0
1150,2766,Opposite 107 BEACH,BEACH BV & #107 OPP (N VAN WAGNER'S),43.266399,-79.773517,,,,,,0
1152,2685,BEACH at FITCH,BEACH BV & FITCH AV,43.272445,-79.77854,,,,,,0
1153,2760,BEACH opposite PANDORA,BEACH BV & PANDORA AV OPP,43.290494,-79.791126,,,,,,0
1154,2685,At 203 BEACH,BEACH BV & #203 S DYNES PARK DR,43.268967,-79.775562,,,,,,0
1156,2687,BEACH opposite COMET,BEACH BV & COMET AV OPP (#617),43.28017,-79.784291,,,,,,0
1158,2690,BEACH at EASTPORT,BEACH BV & EASTPORT DR,43.293818,-79.793449,,,,,,0
1159,2688,BEACH at FOURTH,BEACH BV & FOURTH AV,43.287501,-79.789298,,,,,,0
1160,2761,BEACH opposite FOURTH,BEACH BV & FOURTH AV OPP,43.287201,-79.789306,,,,,,0
1161,2763,BEACH at COMET,BEACH BV & COMET AV,43.280332,-79.784593,,,,,,0
1162,2687,BEACH opposite WINDERMERE,BEACH BV & WINDEMERE AV (#693),43.282224,-79.785675,,,,,,0
1163,2688,BEACH at LOCARNO,BEACH BV & LOCARNO AV (#771),43.2842,-79.786978,,,,,,0
1164,2762,BEACH at LOCARNO,BEACH BV & LOCARNO AV (#800),43.284541,-79.787419,,,,,,0
1165,2689,BEACH at PANDORA,BEACH BV & PANDORA AV (#1011),43.291073,-79.791247,,,,,,0
1166,2762,BEACH at REMBE,BEACH BV & REMBE AV,43.282824,-79.786289,,,,,,0
1167,2686,BEACH at SIERRA,BEACH BV & SIERRA LANE,43.276795,-79.781876,,,,,,0
1169,2689,BEACH at THIRD,BEACH BV & THIRD AV (#945),43.289162,-79.790182,,,,,,0
1170,2761,BEACH opposite THIRD,BEACH BV & THIRD AV OPP (#945),43.289028,-79.790354,,,,,,0
1171,2764,BEACH at TOWERS,BEACH BV & TOWERS DR,43.274459,-79.780301,,,,,,0
1172,2686,BEACH opposite TOWERS,BEACH BV & TOWERS DR OPP (#395),43.27448,-79.780099,,,,,,0
1173,2684,BEACH at VAN WAGNERS BEACH,BEACH BV & VAN WAGNER'S BEACH RD,43.265428,-79.77237,,,,,,0
1174,2766,BEACH at VAN WAGNERS BEACH,BEACH BV & RAMP BEACH TO QEW TORONTO,43.265302,-79.7725,,,,,,0
1175,1032,BEACH at ALBEMARLE,BEACH RD & ALBEMARLE ST,43.257694,-79.822273,,,,,,0
1176,1052,BEACH at ALBEMARLE,BEACH RD & ALBEMARLE ST,43.257802,-79.82236,,,,,,0
1177,2830,BEACH at BAYFIELD,BEACH RD & BAYFIELD AV,43.255908,-79.809381,,,,,,0
1178,1033,BEACH opposite GATE 3,BEACH RD & DOFASCO GATE #3 OPP,43.255679,-79.817416,,,,,,0
1179,1033,BEACH at OTTAWA,BEACH RD & OTTAWA ST,43.254994,-79.815652,,,,,,0
1180,1032,BEACH at ROWANWOOD,BEACH RD & ROWANWOOD ST,43.256981,-79.820598,,,,,,0
1181,2830,BEACH at WOODLEIGH,BEACH RD & WOODLEIGH AV,43.255876,-79.810892,,,,,,0
1182,1284,BELAND at DUNSMURE,BELAND RD & DUNSMURE RD,43.237095,-79.787566,,,,,,0
1184,2954,BOLD at JAMES,BOLD ST & JAMES ST,43.252626,-79.871172,,,,,,0
1185,1342,BOND at KING,BOND ST S & KING ST,43.271483,-79.970875,,,,,,0
1188,1327,BOTANICAL at SPRING GARDENS,BOTANICAL DR & SPRING GARDENS RD,43.288614,-79.875844,,,,,,0
1190,1279,BRITANNIA at FAIRFIELD,BRITANNIA AV & FAIRFIELD AV,43.244314,-79.800409,,,,,,0
1191,1289,BRITANNIA at FAIRFIELD,BRITANNIA AV & FAIRFIELD AV,43.244373,-79.800112,,,,,,0
1192,1280,BRITANNIA at STRATHEARNE,BRITANNIA AV & STRATHEARNE AV,43.243883,-79.798479,,,,,,0
1193,1279,BRITANNIA at TRAGINA,BRITANNIA AV & TRAGINA AV,43.244737,-79.802265,,,,,,0
1196,2805,At 1330 BURLINGTON,BURLINGTON ST E & #1330 DOFASCO OFFICE,43.259486,-79.809336,,,,,,0
1197,2805,BURLINGTON at DOFASCO DR,BURLINGTON ST E & DOFASCO RD,43.259036,-79.807319,,,,,,0
1199,2769,At 1755 BURLINGTON,BURLINGTON ST E & #1755 E STRATHEARNE AV,43.256864,-79.78987,,,,,,0
1200,2681,At 1818 BURLINGTON,BURLINGTON ST E & #1818,43.256602,-79.787258,,,,,,0
1201,2769,At 1835 BURLINGTON,BURLINGTON ST E & #1835,43.256969,-79.787183,,,,,,0
1202,1023,BURLINGTON at BIRCH,BURLINGTON ST E & BIRCH AV,43.265484,-79.834346,,,,,,0
1203,1057,BURLINGTON opposite BIRCH,BURLINGTON ST E & BIRCH AV OPP (#651),43.265919,-79.833861,,,,,,0
1204,1025,BURLINGTON at BIRMINGHAM,BURLINGTON ST E & BIRMINGHAM ST,43.263544,-79.825376,,,,,,0
1207,1020,BURLINGTON at FERGUSON,BURLINGTON ST E & FERGUSON AV,43.271062,-79.854647,,,,,,0
1208,2770,BURLINGTON opposite TIRE,BURLINGTON ST E & TIRE RD OPP,43.257186,-79.798644,,,,,,0
1209,2679,BURLINGTON at TIRE,BURLINGTON ST E & TIRE RD,43.256639,-79.798633,,,,,,0
1210,1057,BURLINGTON at HILLYARD,BURLINGTON ST E & HILLYARD ST,43.267431,-79.839561,,,,,,0
1211,1023,BURLINGTON at HILLYARD,BURLINGTON ST E & HILLYARD ST,43.267358,-79.839952,,,,,,0
1212,2770,BURLINGTON at HOBSON,BURLINGTON ST E & HOBSON RD,43.256831,-79.795791,,,,,,0
1213,1061,BURLINGTON at JOHN,BURLINGTON ST E & JOHN ST,43.272182,-79.859214,,,,,,0
1214,1019,BURLINGTON at JOHN,BURLINGTON ST E & JOHN ST,43.272114,-79.859501,,,,,,0
1215,1025,At 796 BURLINGTON,BURLINGTON ST E & #796,43.264602,-79.829709,,,,,,0
1216,1061,BURLINGTON at MARY,BURLINGTON ST E & MARY ST,43.271611,-79.856585,,,,,,0
1217,1020,BURLINGTON at MARY,BURLINGTON ST E & MARY ST,43.271494,-79.85664,,,,,,0
1218,1023,BURLINGTON at MCKINSTRY,BURLINGTON ST E & MCKINSTRY ST,43.266743,-79.837685,,,,,,0
1219,1057,BURLINGTON opposite MCKINSTRY,BURLINGTON ST E & MCKINSTRY ST OPP (#601),43.266884,-79.837153,,,,,,0
1220,2804,BURLINGTON at OTTAWA,BURLINGTON ST E & OTTAWA ST,43.260319,-79.812806,,,,,,0
1221,2681,BURLINGTON at PARKDALE,BURLINGTON ST E & PARKDALE AV N,43.256653,-79.78451,,,,,,0
1222,2769,BURLINGTON at PARKDALE,BURLINGTON ST E & PARKDALE AV N,43.25702,-79.784064,,,,,,0
1223,2804,Opposite 1141 BURLINGTON,BURLINGTON ST E & #1141,43.260848,-79.814851,,,,,,0
1224,1056,BURLINGTON at SHERMAN,BURLINGTON ST E & SHERMAN AV N,43.265481,-79.831793,,,,,,0
1225,1024,BURLINGTON at SHERMAN,BURLINGTON ST E & SHERMAN AV,43.265282,-79.832737,,,,,,0
1226,2806,BURLINGTON at STAPLETON,BURLINGTON ST E & STAPLETON AV,43.258004,-79.80362,,,,,,0
1227,2791,BURLINGTON opposite STAPLETON,BURLINGTON ST E & STAPLETON AV (W OF KENILWORTH),43.258281,-79.803211,,,,,,0
1228,2679,BURLINGTON at STRATHEARNE,BURLINGTON ST E & STRATHEARNE AV,43.256598,-79.793175,,,,,,0
1229,2770,BURLINGTON at STRATHEARNE,BURLINGTON ST E & STRATHEARNE AV,43.256908,-79.793003,,,,,,0
1230,1059,BURLINGTON at VICTORIA,BURLINGTON ST E & VICTORIA AV,43.269869,-79.848981,,,,,,0
1231,1055,BURLINGTON at VICTORIA,BURLINGTON ST E & VICTORIA AV N,43.269682,-79.849173,,,,,,0
1232,1021,BURLINGTON at WELLINGTON,BURLINGTON ST E & WELLINGTON ST,43.2705,-79.852432,,,,,,0
1233,1060,BURLINGTON opposite WELLINGTON,BURLINGTON ST E & WELLINGTON ST N,43.270749,-79.852466,,,,,,0
1234,1058,BURLINGTON at WENTWORTH,BURLINGTON ST E & WENTWORTH ST,43.268004,-79.841848,,,,,,0
1235,1022,BURLINGTON at WENTWORTH,BURLINGTON ST E & WENTWORTH ST,43.267842,-79.842431,,,,,,0
1236,1056,INDUSTRIAL at WILCOX,INDUSTRIAL DR & WILCOX ST,43.264369,-79.826883,,,,,,0
1237,1025,BURLINGTON opposite WILCOX,BURLINGTON ST E & WILCOX ST OPP,43.264114,-79.827539,,,,,,0
1238,1059,BURLINGTON at WILFRED,BURLINGTON ST E & WILFRED ST,43.268552,-79.844358,,,,,,0
1239,1055,BURLINGTON at WILFRED,BURLINGTON ST E & MACALLUM ST,43.268471,-79.844631,,,,,,0
1242,2759,CCIW at ADMINISTRATION BUILDING,CCIW & LAKESHORE RD,43.29944,-79.800673,,,,,,0
1243,2759,CCIW at TECHNOLOGY BUILDING,CCIW & LAKESHORE RD,43.300721,-79.801141,,,,,,0
1247,1272,CANNON at BARNESDALE,CANNON ST E & BARNESDALE AV,43.25221,-79.834458,,,,,,0
1248,1296,CANNON at BARNESDALE,CANNON ST E & BARNESDALE AV (#777),43.252507,-79.835111,,,,,,0
1249,1275,CANNON at BELMONT,CANNON ST E & BELMONT AV,43.248695,-79.822921,,,,,,0
1250,1293,CANNON at BELVIEW,CANNON ST E & BELVIEW AV,43.248902,-79.823277,,,,,,0
1251,1297,CANNON at BIRCH,CANNON ST E & BIRCH AV,43.254373,-79.841486,,,,,,0
1252,1278,CANNON at CAMERON,CANNON ST E & CAMERON AV,43.244929,-79.805068,,,,,,0
1253,1290,CANNON at CAMERON,CANNON ST E & CAMERON AV,43.245161,-79.804666,,,,,,0
1254,1275,CANNON at EAST BEND,CANNON ST E & EAST BEND AV,43.249427,-79.826087,,,,,,0
1255,1293,CANNON opposite EAST BEND,CANNON ST E & EAST BEND AV OPP (#1039),43.249448,-79.825616,,,,,,0
1256,1277,CANNON at EDGEMONT,CANNON ST E & EDGEMONT ST,43.247114,-79.815992,,,,,,0
1257,1292,CANNON opposite EDGEMONT,CANNON ST E & EDGEMOUNT ST OPP (#1243),43.247183,-79.815662,,,,,,0
1258,1300,CANNON at EMERALD,CANNON ST E & EMERALD ST,43.257128,-79.852148,,,,,,0
1259,1277,CANNON opposite PROVINCE,CANNON ST E & PROVINCE ST N,43.246413,-79.812807,,,,,,0
1260,1291,CANNON at FREDERICK,CANNON ST E & FREDERICK ST,43.24637,-79.812074,,,,,,0
1261,1274,CANNON at GAGE,CANNON ST E & GAGE AV N,43.249868,-79.828017,,,,,,0
1262,1294,CANNON at GAGE,CANNON ST E & GAGE AV N,43.249926,-79.827625,,,,,,0
1263,1297,CANNON at GIBSON,CANNON ST E & GIBSON AV,43.253976,-79.840029,,,,,,0
1264,2977,CANNON at HESS,CANNON ST W & HESS ST N,43.262589,-79.875174,,,,,,0
1265,1278,CANNON at KENILWORTH,CANNON ST E & KENILWORTH AV N,43.245191,-79.8075,,,,,,0
1266,1290,CANNON at KENILWORTH,CANNON ST E & KENILWORTH AV N,43.245361,-79.807621,,,,,,0
1267,1272,CANNON at LOTTRIDGE,CANNON ST E & LOTTRIDGE ST,43.251844,-79.832962,,,,,,0
1268,1295,CANNON at LOTTRIDGE,CANNON ST E & LOTTRIDGE ST,43.251879,-79.832627,,,,,,0
1269,1276,CANNON at OTTAWA,CANNON ST E & OTTAWA ST,43.247491,-79.817867,,,,,,0
1271,1277,CANNON at ROBINS,CANNON ST E & ROBINS AV,43.245835,-79.810363,,,,,,0
1272,1291,CANNON at ROBINS,CANNON ST E & ROBINS AV,43.245877,-79.809919,,,,,,0
1273,1271,CANNON at ROSSLYN,CANNON ST E & ROSSLYN AV,43.248267,-79.820712,,,,,,0
1274,1298,CANNON at SANFORD,CANNON ST E & SANFORD AV,43.255197,-79.84466,,,,,,0
1275,1296,CANNON at SHERMAN,CANNON ST E & SHERMAN AV,43.253168,-79.837409,,,,,,0
1276,1300,CANNON at SMITH,CANNON ST E & SMITH AV,43.256639,-79.850248,,,,,,0
1277,1300,CANNON at VICTORIA,CANNON ST E & VICTORIA AV,43.257725,-79.854426,,,,,,0
1278,1299,CANNON at WENTWORTH,CANNON ST E & WENTWORTH ST,43.255845,-79.84713,,,,,,0
1279,2572,CENTENNIAL opposite FELKER,CENTENNIAL PY S & FELKER AV,43.224172,-79.765849,,,,,,0
1280,2386,CENTENNIAL at ARROWSMITH,CENTENNIAL PY N & ARROWSMITH RD,43.239915,-79.759361,,,,,,0
1281,2380,CENTENNIAL opposite ARROWSMITH,CENTENNIAL PY N & ARROWSMITH RD OPP,43.239404,-79.75926,,,,,,0
1282,2386,CENTENNIAL at BARTON,CENTENNIAL PY N & BARTON ST (#247),43.237665,-79.760314,,,,,,0
1283,2379,CENTENNIAL at BARTON,CENTENNIAL PY N & BARTON ST E,43.236623,-79.760515,,,,,,0
1284,2383,CENTENNIAL at DELAWANA,CENTENNIAL PY N & DELAWANA DR,43.232658,-79.762483,,,,,,0
1285,2379,CENTENNIAL at DELAWANA,CENTENNIAL PY N & DELAWANA DR,43.232077,-79.762424,,,,,,0
1286,2383,CENTENNIAL at EASTGATE,CENTENNIAL PY N & EASTGATE CT,43.235191,-79.761273,,,,,,0
1287,2598,CENTENNIAL at FELKER,CENTENNIAL PY S & FELKER AV,43.224807,-79.765439,,,,,,0
